id;idServicio;capacidad
334;3;4190
335;3;3828
336;3;4455
337;3;7320
338;3;9159
339;3;168
340;3;9702
341;3;5609
342;3;8251
343;3;3886
344;3;3249
345;3;5386
346;3;9865
347;3;2035
348;3;2991
349;3;8208
350;3;3446
351;3;9410
352;3;4220
353;3;790
354;3;915
355;3;6144
356;3;4199
357;3;1478
358;3;6290
359;3;7052
360;3;4814
361;3;5662
362;3;3827
363;3;7480
364;3;4531
365;3;984
366;3;4840
367;3;130
368;3;5613
369;3;6403
370;3;6848
371;3;8679
372;3;8640
373;3;2275
374;3;9506
375;3;4188
376;3;8244
377;3;2174
378;3;9317
379;3;6743
380;3;6818
381;3;3456
382;3;6053
383;3;1811
384;3;7683
385;3;8984
386;3;7201
387;3;5815
388;3;5137
389;3;5067
390;3;2606
391;3;9912
392;3;7790
393;3;6929
394;3;8598
395;3;2147
396;3;107
397;3;9072
398;3;2278
399;3;9162
400;3;8858
401;3;6708
402;3;7469
403;3;3271
404;3;200
405;3;3825
406;3;2771
407;3;3205
408;3;5579
409;3;5153
410;3;7129
411;3;1185
412;3;6367
413;3;647
414;3;9411
415;3;7035
416;3;6883
417;3;1269
418;3;6246
419;3;2428
420;3;3321
421;3;8525
422;3;206
423;3;9284
424;3;5602
425;3;6709
426;3;7157
427;3;2368
428;3;1671
429;3;7848
430;3;5674
431;3;2527
432;3;8743
433;3;8623
434;3;2017
435;3;1483
436;3;6263
437;3;8382
438;3;3345
439;3;8366
440;3;3714
441;3;5884
442;3;7208
443;3;8592
444;3;1226
445;3;6947
446;3;7321
447;3;5671
448;3;6381
449;3;9144
450;3;294
451;3;6356
452;3;8733
453;3;2276
454;3;6354
455;3;674
456;3;554
457;3;5721
458;3;9815
459;3;9574
460;3;9411
461;3;5117
462;3;470
463;3;921
464;3;919
465;3;9311
466;3;9777
467;3;1566
468;3;5610
469;3;1579
470;3;8968
471;3;216
472;3;8131
473;3;956
474;3;8706
475;3;5344
476;3;9320
477;3;7600
478;3;8881
479;3;2244
480;3;2171
481;3;3605
482;3;7325
483;3;8278
484;3;7518
485;3;8515
486;3;758
487;3;3663
488;3;3500
489;3;4699
490;3;8433
491;3;4588
492;3;9885
493;3;1336
494;3;3814
495;3;9520
496;3;5858
497;3;8576
498;3;5374
499;3;7650
500;3;5192
501;3;2204
502;3;8937
503;3;1446
504;3;2867
505;3;9705
506;3;4967
507;3;9059
508;3;2879
509;3;1081
510;3;3689
511;3;9801
512;3;5615
513;3;5829
514;3;7707
515;3;9295
516;3;6568
517;3;4484
518;3;5355
519;3;8383
520;3;7212
521;3;8621
522;3;2052
523;3;1897
524;3;6352
525;3;1702
526;3;3663
527;3;9675
528;3;693
529;3;2890
530;3;9006
531;3;9188
532;3;6131
533;3;9312
534;3;9518
535;3;8532
536;3;7506
537;3;7938
538;3;636
539;3;1195
540;3;3829
541;3;6930
542;3;3834
543;3;1532
544;3;3434
545;3;8204
546;3;2938
547;3;6682
548;3;1600
549;3;2784
550;3;1884
551;3;2389
552;3;8629
553;3;2231
554;3;1143
555;3;4843
556;3;7906
557;3;9358
558;3;7805
559;3;872
560;3;558
561;3;9349
562;3;1136
563;3;5822
564;3;7931
565;3;7179
566;3;6691
567;3;4283
568;3;6942
569;3;5967
570;3;6396
571;3;9719
572;3;6744
573;3;6381
574;3;3347
575;3;8957
576;3;2264
577;3;7739
578;3;1046
579;3;732
580;3;2624
581;3;4819
582;3;921
583;3;8434
584;3;8521
585;3;4179
586;3;8586
587;3;3196
588;3;9417
589;3;6104
590;3;4772
591;3;2799
592;3;6771
593;3;2857
594;3;8745
595;3;4934
596;3;7838
597;3;2476
598;3;3585
599;3;9162
600;3;2404
601;3;3928
602;3;9398
603;3;947
604;3;5624
605;3;2370
606;3;5991
607;3;9535
608;3;6974
609;3;5113
610;3;5185
611;3;9483
612;3;1485
613;3;6537
614;3;8432
615;3;7525
616;3;3251
617;3;8869
618;3;2298
619;3;3862
620;3;4206
621;3;9992
622;3;5540
623;3;4312
624;3;4799
625;3;3669
626;3;5381
627;3;2814
628;3;7410
629;3;3316
630;3;8135
631;3;9828
632;3;6759
633;3;8328
634;3;4033
635;3;3662
636;3;635
637;3;3833
638;3;6388
639;3;2776
640;3;5349
641;3;5563
642;3;102
643;3;8256
644;3;4519
645;3;839
646;3;7023
647;3;7859
648;3;8161
649;3;7708
650;3;1126
651;3;9421
652;3;1983
653;3;276
654;3;4991
655;3;4210
656;3;9568
657;3;9119
658;3;5775
659;3;2725
660;3;3208
661;3;9694
662;3;5250
663;3;5526
664;3;9212
665;3;6632
666;3;913
667;3;2098
668;3;3780
669;3;3872
670;3;2753
671;3;9491
672;3;2974
673;3;6460
674;3;2837
675;3;8925
676;3;4305
677;3;3877
678;3;704
679;3;7015
680;3;3323
681;3;9906
682;3;1106
683;3;290
684;3;5324
685;3;976
686;3;5708
687;3;6957
688;3;1203
689;3;9097
690;3;8901
691;3;7894
692;3;4657
693;3;508
694;3;2144
695;3;5580
696;3;8719
697;3;7768
698;3;2040
699;3;7944
700;3;2949
701;3;5571
702;3;3884
703;3;6826
704;3;4369
705;3;6879
706;3;5834
707;3;8460
708;3;9791
709;3;8645
710;3;5981
711;3;1474
712;3;9922
713;3;6581
714;3;4388
715;3;8523
716;3;9264
717;3;3021
718;3;5391
719;3;7869
720;3;535
721;3;4062
722;3;4361
723;3;4613
724;3;130
725;3;7401
726;3;5737
727;3;5160
728;3;1287
729;3;1517
730;3;696
731;3;6099
732;3;5506
733;3;6585
734;3;6846
735;3;7385
736;3;7768
737;3;3427
738;3;5115
739;3;9585
740;3;5007
741;3;2975
742;3;9497
743;3;8197
744;3;5649
745;3;8280
746;3;8549
747;3;888
748;3;2000
749;3;2036
750;3;4305
751;3;4302
752;3;285
753;3;7107
754;3;9871
755;3;1945
756;3;2398
757;3;8014
758;3;4126
759;3;4883
760;3;1595
761;3;9050
762;3;1480
763;3;9408
764;3;5237
765;3;1623
766;3;8301
767;3;9421
768;3;7198
769;3;4155
770;3;1546
771;3;2432
772;3;776
773;3;1198
774;3;8540
775;3;5654
776;3;3016
777;3;7457
778;3;5398
779;3;9104
780;3;8979
781;3;4311
782;3;5500
783;3;8806
784;3;814
785;3;4507
786;3;6856
787;3;301
788;3;5547
789;3;1098
790;3;1063
791;3;2140
792;3;1407
793;3;8494
794;3;7448
795;3;2620
796;3;448
797;3;1041
798;3;4394
799;3;3385
800;3;981
801;3;5098
802;3;550
803;3;7962
804;3;5926
805;3;7076
806;3;9915
807;3;977
808;3;7741
809;3;1191
810;3;4789
811;3;6204
812;3;3291
813;3;2693
814;3;4632
815;3;9137
816;3;9974
817;3;5022
818;3;1088
819;3;8464
820;3;1643
821;3;3686
822;3;1099
823;3;7921
824;3;411
825;3;2895
826;3;6337
827;3;6577
828;3;7543
829;3;3541
830;3;628
831;3;9673
832;3;7909
833;3;6968
834;3;1055
835;3;6231
836;3;5723
837;3;8542
838;3;4059
839;3;4552
840;3;5594
841;3;1492
842;3;406
843;3;8284
844;3;2113
845;3;1598
846;3;3378
847;3;3255
848;3;9265
849;3;8191
850;3;4594
851;3;2503
852;3;3199
853;3;4154
854;3;8824
855;3;743
856;3;1429
857;3;8842
858;3;6461
859;3;9623
860;3;6876
861;3;1510
862;3;9366
863;3;8017
864;3;7920
865;3;3497
866;3;8377
867;3;2885
868;3;8533
869;3;3605
870;3;7722
871;3;5043
872;3;5955
873;3;3362
874;3;4603
875;3;4306
876;3;4164
877;3;937
878;3;9554
879;3;8287
880;3;7241
881;3;3687
882;3;6825
883;3;444
884;3;9339
885;3;7253
886;3;2503
887;3;3273
888;3;1412
889;3;1326
890;3;6436
891;3;7363
892;3;2513
893;3;4467
894;3;6571
895;3;3234
896;3;6776
897;3;9355
898;3;3652
899;3;1211
900;3;9706
901;3;5985
902;3;7955
903;3;9764
904;3;8189
905;3;3998
906;3;7522
907;3;8000
908;3;5740
909;3;7488
910;3;7187
911;3;8296
912;3;2296
913;3;4124
914;3;6569
915;3;5986
916;3;6687
917;3;552
918;3;9735
919;3;9140
920;3;7869
921;3;9335
922;3;2646
923;3;4649
924;3;778
925;3;4195
926;3;8013
927;3;9841
928;3;1944
929;3;2207
930;3;4968
931;3;2259
932;3;8785
933;3;1671
934;3;5336
935;3;8441
936;3;3453
937;3;4641
938;3;5282
939;3;4782
940;3;2457
941;3;1682
942;3;1668
943;3;5956
944;3;3283
945;3;5223
946;3;9374
947;3;1223
948;3;712
949;3;6215
950;3;262
951;3;2157
952;3;7127
953;3;2570
954;3;2457
955;3;5194
956;3;7164
957;3;2609
958;3;5976
959;3;6448
960;3;614
961;3;8970
962;3;4362
963;3;8300
964;3;9512
965;3;3263
966;3;8110
967;3;8642
968;3;7700
969;3;3127
970;3;7891
971;3;5187
972;3;1998
973;3;2040
974;3;3033
975;3;4981
976;3;3532
977;3;789
978;3;5845
979;3;4260
980;3;2165
981;3;4328
982;3;8433
983;3;1623
984;3;6827
985;3;1357
986;3;1848
987;3;3823
988;3;1861
989;3;335
990;3;6432
991;3;9770
992;3;5407
993;3;3212
994;3;9480
995;3;4989
996;3;7215
997;3;7959
998;3;4178
999;3;5289
1000;3;5168
1001;3;9072
1002;3;5288
1003;3;5172
1004;3;6115
1005;3;548
1006;3;3829
1007;3;9782
1008;3;9339
1009;3;4769
1010;3;7431
1011;3;5448
1012;3;534
1013;3;1131
1014;3;1143
1015;3;1936
1016;3;286
1017;3;1103
1018;3;1788
1019;3;2228
1020;3;6058
1021;3;1624
1022;3;1815
1023;3;7109
1024;3;8766
1025;3;3874
1026;3;1439
1027;3;8223
1028;3;5475
1029;3;5630
1030;3;7185
1031;3;5643
1032;3;5977
1033;3;325
1034;3;9557
1035;3;2267
1036;3;1238
1037;3;2374
1038;3;6704
1039;3;983
1040;3;8874
1041;3;3382
1042;3;3505
1043;3;1467
1044;3;6260
1045;3;5446
1046;3;2045
1047;3;2021
1048;3;7983
1049;3;9357
1050;3;8687
1051;3;1784
1052;3;3021
1053;3;2015
1054;3;4575
1055;3;7686
1056;3;6187
1057;3;8066
1058;3;4051
1059;3;3648
1060;3;9906
1061;3;5035
1062;3;5709
1063;3;4424
1064;3;3804
1065;3;2678
1066;3;905
1067;3;6214
1068;3;4271
1069;3;9706
1070;3;611
1071;3;149
1072;3;9518
1073;3;8758
1074;3;1975
1075;3;9247
1076;3;8622
1077;3;9940
1078;3;6122
1079;3;488
1080;3;8988
1081;3;6610
1082;3;6789
1083;3;2082
1084;3;8482
1085;3;9435
1086;3;6651
1087;3;4367
1088;3;8688
1089;3;6256
1090;3;308
1091;3;8287
1092;3;5126
1093;3;290
1094;3;1138
1095;3;6262
1096;3;2437
1097;3;8071
1098;3;5513
1099;3;9277
1100;3;5515
1101;3;2567
1102;3;6638
1103;3;2141
1104;3;5643
1105;3;3963
1106;3;4021
1107;3;4792
1108;3;820
1109;3;4108
1110;3;5648
1111;3;3732
1112;3;9013
1113;3;8905
1114;3;2582
1115;3;8147
1116;3;4542
1117;3;4101
1118;3;8172
1119;3;2628
1120;3;7522
1121;3;2165
1122;3;6801
1123;3;2698
1124;3;6775
1125;3;2321
1126;3;7401
1127;3;5558
1128;3;3666
1129;3;411
1130;3;2461
1131;3;9483
1132;3;5431
1133;3;2781
1134;3;9648
1135;3;9804
1136;3;4538
1137;3;3857
1138;3;4653
1139;3;7104
1140;3;7768
1141;3;1366
1142;3;8137
1143;3;4081
1144;3;3316
1145;3;5916
1146;3;8946
1147;3;9443
1148;3;2011
1149;3;4954
1150;3;941
1151;3;8018
1152;3;8077
1153;3;7650
1154;3;3881
1155;3;4262
1156;3;8459
1157;3;1979
1158;3;8420
1159;3;1990
1160;3;7325
1161;3;8799
1162;3;9028
1163;3;5589
1164;3;3833
1165;3;6050
1166;3;136
1167;3;783
1168;3;4923
1169;3;8395
1170;3;9087
1171;3;9774
1172;3;6921
1173;3;9775
1174;3;7550
1175;3;5022
1176;3;5698
1177;3;4968
1178;3;3357
1179;3;5629
1180;3;2262
1181;3;5937
1182;3;1443
1183;3;817
1184;3;7291
1185;3;1097
1186;3;5437
1187;3;7608
1188;3;7598
1189;3;3761
1190;3;7123
1191;3;7640
1192;3;8489
1193;3;6589
1194;3;4030
1195;3;675
1196;3;734
1197;3;7633
1198;3;5745
1199;3;8206
1200;3;1992
1201;3;9878
1202;3;9599
1203;3;1432
1204;3;9747
1205;3;9199
1206;3;8025
1207;3;441
1208;3;734
1209;3;4006
1210;3;5931
1211;3;6295
1212;3;809
1213;3;1387
1214;3;1781
1215;3;6154
1216;3;6179
1217;3;2095
1218;3;9548
1219;3;1054
1220;3;761
1221;3;7630
1222;3;4374
1223;3;7377
1224;3;8272
1225;3;7377
1226;3;4640
1227;3;2638
1228;3;2333
1229;3;2943
1230;3;8146
1231;3;341
1232;3;4966
1233;3;1589
1234;3;2053
1235;3;2893
1236;3;2607
1237;3;2250
1238;3;7671
1239;3;7946
1240;3;8654
1241;3;4892
1242;3;5852
1243;3;1207
1244;3;7087
1245;3;7039
1246;3;888
1247;3;2507
1248;3;2899
1249;3;8161
1250;3;7213
1251;3;1452
1252;3;5144
1253;3;2257
1254;3;7401
1255;3;2361
1256;3;6219
1257;3;9433
1258;3;7494
1259;3;699
1260;3;2695
1261;3;5975
1262;3;8633
1263;3;5611
1264;3;4155
1265;3;9994
1266;3;3817
1267;3;1703
1268;3;4768
1269;3;5273
1270;3;4832
1271;3;9656
1272;3;3686
1273;3;663
1274;3;4918
1275;3;9437
1276;3;6794
1277;3;1615
1278;3;2011
1279;3;6316
1280;3;2162
1281;3;9446
1282;3;117
1283;3;1477
1284;3;1029
1285;3;9646
1286;3;8576
1287;3;7338
1288;3;9238
1289;3;685
1290;3;2401
1291;3;5263
1292;3;7663
1293;3;3268
1294;3;5089
1295;3;1429
1296;3;1927
1297;3;1403
1298;3;1562
1299;3;1241
1300;3;3650
1301;3;1281
1302;3;4728
1303;3;2443
1304;3;7642
1305;3;1600
1306;3;504
1307;3;4387
1308;3;839
1309;3;7058
1310;3;8104
1311;3;1367
1312;3;1651
1313;3;140
1314;3;7019
1315;3;4274
1316;3;4276
1317;3;6778
1318;3;4173
1319;3;5984
1320;3;5831
1321;3;9601
1322;3;556
1323;3;8915
1324;3;2933
1325;3;6648
1326;3;8894
1327;3;5483
1328;3;2283
1329;3;2187
1330;3;9759
1331;3;4002
1332;3;7751
1333;3;9480
1334;3;3910
1335;3;8666
1336;3;9981
1337;3;8306
1338;3;2585
1339;3;413
1340;3;7205
1341;3;9636
1342;3;8031
1343;3;9069
1344;3;7371
1345;3;7194
1346;3;7431
1347;3;8900
1348;3;9609
1349;3;9499
1350;3;6391
1351;3;7450
1352;3;9351
1353;3;8209
1354;3;6482
1355;3;9523
1356;3;2500
1357;3;2321
1358;3;5309
1359;3;4056
1360;3;5738
1361;3;4637
1362;3;2913
1363;3;2686
1364;3;6575
1365;3;1086
1366;3;5984
1367;3;3230
1368;3;9002
1369;3;9117
1370;3;5105
1371;3;8065
1372;3;7452
1373;3;533
1374;3;3069
1375;3;5606
1376;3;3081
1377;3;9415
1378;3;7292
1379;3;3999
1380;3;7598
1381;3;7513
1382;3;8554
1383;3;8453
1384;3;7095
1385;3;2619
1386;3;2856
1387;3;2544
1388;3;5004
1389;3;3153
1390;3;3404
1391;3;4553
1392;3;6142
1393;3;5038
1394;3;9510
1395;3;2813
1396;3;3341
1397;3;1822
1398;3;7540
1399;3;4531
1400;3;797
1401;3;6239
1402;3;6692
1403;3;7463
1404;3;276
1405;3;5969
1406;3;479
1407;3;3000
1408;3;5416
1409;3;5271
1410;3;573
1411;3;8290
1412;3;6639
1413;3;1181
1414;3;8999
1415;3;5947
1416;3;1341
1417;3;9167
1418;3;1876
1419;3;9703
1420;3;1575
1421;3;5482
1422;3;8486
1423;3;7630
1424;3;435
1425;3;2044
1426;3;5410
1427;3;1301
1428;3;9699
1429;3;8744
1430;3;5870
1431;3;8303
1432;3;9003
1433;3;1986
1434;3;7840
1435;3;6773
1436;3;4478
1437;3;873
1438;3;6329
1439;3;4453
1440;3;3087
1441;3;1102
1442;3;2674
1443;3;7166
1444;3;5274
1445;3;9816
1446;3;4442
1447;3;7765
1448;3;7405
1449;3;2403
1450;3;8811
1451;3;4728
1452;3;1332
1453;3;518
1454;3;3581
1455;3;7180
1456;3;8223
1457;3;7039
1458;3;5271
1459;3;6943
1460;3;1028
1461;3;9756
1462;3;4044
1463;3;4488
1464;3;2642
1465;3;2583
1466;3;7813
1467;3;858
1468;3;6446
1469;3;5104
1470;3;8992
1471;3;3600
1472;3;1067
1473;3;1328
1474;3;4934
1475;3;257
1476;3;1660
1477;3;5412
1478;3;4605
1479;3;9034
1480;3;1840
1481;3;5244
1482;3;9781
1483;3;4002
1484;3;5157
1485;3;2911
1486;3;5180
1487;3;5509
1488;3;4852
1489;3;9410
1490;3;2712
1491;3;9186
1492;3;8426
1493;3;6613
1494;3;684
1495;3;4860
1496;3;1729
1497;3;5116
1498;3;7852
1499;3;4400
1500;3;704
1501;3;3849
1502;3;7464
1503;3;3603
1504;3;3130
1505;3;2953
1506;3;1622
1507;3;7729
1508;3;1027
1509;3;5184
1510;3;430
1511;3;7805
1512;3;1108
1513;3;3250
1514;3;5837
1515;3;3659
1516;3;6624
1517;3;2124
1518;3;7813
1519;3;6483
1520;3;7644
1521;3;6736
1522;3;9383
1523;3;3862
1524;3;5369
1525;3;2941
1526;3;5783
1527;3;1647
1528;3;4234
1529;3;3140
1530;3;2721
1531;3;4328
1532;3;6845
1533;3;9721
1534;3;691
1535;3;476
1536;3;3442
1537;3;243
1538;3;7084
1539;3;806
1540;3;6260
1541;3;9063
1542;3;9121
1543;3;2866
1544;3;120
1545;3;1816
1546;3;7921
1547;3;6658
1548;3;1290
1549;3;7947
1550;3;8558
1551;3;2357
1552;3;1154
1553;3;2956
1554;3;2842
1555;3;9145
1556;3;4193
1557;3;2675
1558;3;6712
1559;3;5955
1560;3;4214
1561;3;8066
1562;3;6978
1563;3;8253
1564;3;3147
1565;3;3118
1566;3;8883
1567;3;3999
1568;3;2858
1569;3;4423
1570;3;319
1571;3;2697
1572;3;1524
1573;3;7071
1574;3;528
1575;3;2792
1576;3;8800
1577;3;549
1578;3;1413
1579;3;182
1580;3;9076
1581;3;4940
1582;3;1307
1583;3;3400
1584;3;5830
1585;3;9128
1586;3;8399
1587;3;7626
1588;3;2287
1589;3;741
1590;3;3821
1591;3;5077
1592;3;223
1593;3;2534
1594;3;1711
1595;3;5563
1596;3;298
1597;3;8597
1598;3;2725
1599;3;6866
1600;3;1918
1601;3;4048
1602;3;4734
1603;3;5657
1604;3;5438
1605;3;881
1606;3;1803
1607;3;5364
1608;3;1288
1609;3;4824
1610;3;723
1611;3;8899
1612;3;3576
1613;3;2651
1614;3;2114
1615;3;6969
1616;3;6138
1617;3;828
1618;3;177
1619;3;3111
1620;3;4541
1621;3;5004
1622;3;9252
1623;3;1184
1624;3;5157
1625;3;4250
1626;3;8067
1627;3;542
1628;3;6658
1629;3;6590
1630;3;4528
1631;3;9659
1632;3;4832
1633;3;3940
1634;3;9774
1635;3;7729
1636;3;4862
1637;3;1626
1638;3;7699
1639;3;1151
1640;3;6203
1641;3;7847
1642;3;7080
1643;3;7236
1644;3;2314
1645;3;6760
1646;3;5904
1647;3;1958
1648;3;4733
1649;3;1789
1650;3;2210
1651;3;8549
1652;3;4826
1653;3;7100
1654;3;991
1655;3;6761
1656;3;3732
1657;3;1916
1658;3;6850
1659;3;2608
1660;3;189
1661;3;5894
1662;3;3093
1663;3;9172
1664;3;2755
1665;3;977
1666;3;2507
1667;3;3945
1668;3;4650
1669;3;673
1670;3;3299
1671;3;1852
1672;3;9849
1673;3;7320
1674;3;9361
1675;3;8133
1676;3;9695
1677;3;8847
1678;3;1825
1679;3;2060
1680;3;6166
1681;3;1750
1682;3;2293
1683;3;5414
1684;3;9124
1685;3;9429
1686;3;7457
1687;3;6459
1688;3;3912
1689;3;2659
1690;3;5504
1691;3;4787
1692;3;4091
1693;3;7310
1694;3;5197
1695;3;9198
1696;3;3007
1697;3;1486
1698;3;4833
1699;3;339
1700;3;342
1701;3;7444
1702;3;5753
1703;3;1778
1704;3;6951
1705;3;2298
1706;3;9227
1707;3;4076
1708;3;4505
1709;3;2993
1710;3;9141
1711;3;4725
1712;3;3437
1713;3;1779
1714;3;7040
1715;3;9806
1716;3;7244
1717;3;5308
1718;3;9280
1719;3;7918
1720;3;7976
1721;3;5891
1722;3;5146
1723;3;1116
1724;3;9426
1725;3;6828
1726;3;1288
1727;3;832
1728;3;7215
1729;3;4991
1730;3;8248
1731;3;8334
1732;3;2938
1733;3;3693
1734;3;6599
1735;3;8011
1736;3;1671
1737;3;134
1738;3;3340
1739;3;4199
1740;3;9928
1741;3;4494
1742;3;6794
1743;3;6842
1744;3;3647
1745;3;5324
1746;3;1782
1747;3;2370
1748;3;7191
1749;3;6913
1750;3;4327
1751;3;9647
1752;3;8712
1753;3;1334
1754;3;133
1755;3;6870
1756;3;3276
1757;3;7574
1758;3;9792
1759;3;6122
1760;3;3173
1761;3;2502
1762;3;6908
1763;3;4914
1764;3;1483
1765;3;9248
1766;3;4474
1767;3;7800
1768;3;9616
1769;3;8100
1770;3;8074
1771;3;9509
1772;3;5734
1773;3;2492
1774;3;3583
1775;3;4498
1776;3;1978
1777;3;9308
1778;3;3040
1779;3;8897
1780;3;7853
1781;3;7868
1782;3;5271
1783;3;3609
1784;3;3714
1785;3;2865
1786;3;6610
1787;3;188
1788;3;696
1789;3;7421
1790;3;4514
1791;3;1524
1792;3;4309
1793;3;8500
1794;3;7438
1795;3;2863
1796;3;1494
1797;3;5834
1798;3;2800
1799;3;6214
1800;3;8122
1801;3;3350
1802;3;3864
1803;3;8442
1804;3;6229
1805;3;3974
1806;3;121
1807;3;1387
1808;3;7835
1809;3;764
1810;3;3664
1811;3;3066
1812;3;1765
1813;3;9393
1814;3;9767
1815;3;6329
1816;3;6761
1817;3;5255
1818;3;3950
1819;3;7276
1820;3;5227
1821;3;7306
1822;3;4503
1823;3;3809
1824;3;6692
1825;3;8080
1826;3;7082
1827;3;5791
1828;3;5582
1829;3;3076
1830;3;9663
1831;3;7693
1832;3;5772
1833;3;2639
1834;3;2254
1835;3;2709
1836;3;9377
1837;3;3034
1838;3;2546
1839;3;3290
1840;3;9568
1841;3;689
1842;3;6433
1843;3;972
1844;3;2820
1845;3;5834
1846;3;5228
1847;3;1778
1848;3;5509
1849;3;5100
1850;3;929
1851;3;6311
1852;3;9903
1853;3;7305
1854;3;6706
1855;3;8823
1856;3;4483
1857;3;1579
1858;3;8479
1859;3;3991
1860;3;1531
1861;3;1568
1862;3;284
1863;3;8941
1864;3;2812
1865;3;7714
1866;3;359
1867;3;8731
1868;3;8130
1869;3;9263
1870;3;310
1871;3;9955
1872;3;1461
1873;3;1620
1874;3;7695
1875;3;7228
1876;3;7776
1877;3;5421
1878;3;5844
1879;3;9243
1880;3;3872
1881;3;7305
1882;3;7054
1883;3;6462
1884;3;7921
1885;3;5887
1886;3;3437
1887;3;2259
1888;3;7524
1889;3;6741
1890;3;5244
1891;3;9042
1892;3;1636
1893;3;1126
1894;3;4759
