idServicio;id;nombreTienda;tipoTienda;horario
11;191;Bubblebox;posuere;NOCTURNO
11;192;Zoonoodle;lacinia;DIURNO
11;193;Wordtune;ut;NOCTURNO
11;194;Yambee;ut;DIURNO
11;195;Katz;orci;NOCTURNO
11;196;Brainverse;malesuada;NOCTURNO
11;197;Tekfly;nulla;NOCTURNO
11;198;Brainbox;nulla;NOCTURNO
11;199;Gabvine;non;COMPLETO
11;200;Brainlounge;donec;NOCTURNO
11;201;Blogtags;congue;DIURNO
11;202;Podcat;lectus;COMPLETO
11;203;Mydo;aliquam;COMPLETO
11;204;Tanoodle;ante;NOCTURNO
11;205;Brainlounge;placerat;COMPLETO
11;206;Zazio;adipiscing;DIURNO
11;207;Wordware;in;NOCTURNO
11;208;Avamba;augue;NOCTURNO
11;209;Pixoboo;elit;NOCTURNO
11;210;Zooveo;elit;NOCTURNO
11;211;Mynte;cubilia;NOCTURNO
11;212;Brainlounge;est;DIURNO
11;213;Fivespan;sed;COMPLETO
11;214;Yodel;nunc;NOCTURNO
11;215;Miboo;a;NOCTURNO
11;216;Flipstorm;vestibulum;DIURNO
11;217;Trunyx;molestie;COMPLETO
11;218;Buzzbean;non;DIURNO
11;219;Kwinu;lectus;NOCTURNO
11;220;Voomm;volutpat;COMPLETO
11;221;Nlounge;congue;NOCTURNO
11;222;Meejo;orci;DIURNO
11;223;Browsedrive;pede;DIURNO
11;224;Fivebridge;quisque;DIURNO
11;225;Realbuzz;congue;DIURNO
11;226;Tagtune;nullam;COMPLETO
11;227;Vidoo;maecenas;COMPLETO
11;228;Meevee;vel;DIURNO
11;229;Blognation;vehicula;DIURNO
11;230;Lazzy;fusce;DIURNO
11;231;Cogilith;nisl;COMPLETO
11;232;Kamba;in;DIURNO
11;233;Skidoo;sed;NOCTURNO
11;234;Kwideo;duis;DIURNO
11;235;Izio;amet;NOCTURNO
11;236;Trudoo;diam;COMPLETO
11;237;Browseblab;a;DIURNO
11;238;Youtags;ut;COMPLETO
11;239;Realcube;eget;DIURNO
11;240;Flashspan;non;COMPLETO
11;241;Trilia;faucibus;COMPLETO
11;242;Leenti;mauris;COMPLETO
11;243;Voonix;justo;COMPLETO
11;244;Ozu;nascetur;NOCTURNO
11;245;Meetz;platea;NOCTURNO
11;246;Eare;erat;NOCTURNO
11;247;Gigazoom;sed;NOCTURNO
11;248;Flashdog;nisl;NOCTURNO
11;249;Brightbean;porta;DIURNO
11;250;Jaloo;pellentesque;COMPLETO
11;251;Fivebridge;nisi;COMPLETO
11;252;Dabtype;varius;DIURNO
11;253;Aivee;libero;DIURNO
11;254;Kimia;et;COMPLETO
11;255;Blognation;rhoncus;COMPLETO
11;256;Skiba;varius;DIURNO
11;257;Eidel;posuere;COMPLETO
11;258;Realbridge;integer;COMPLETO
11;259;Rhynoodle;scelerisque;NOCTURNO
11;260;Flipbug;ipsum;COMPLETO
11;261;Babbleblab;lectus;COMPLETO
11;262;Jabbersphere;interdum;COMPLETO
11;263;Photobug;at;DIURNO
11;264;Feedfish;sit;NOCTURNO
11;265;Vidoo;eget;DIURNO
11;266;Dabfeed;sapien;DIURNO
11;267;Zoombeat;arcu;COMPLETO
11;268;Flashset;dui;NOCTURNO
11;269;Eare;etiam;NOCTURNO
11;270;Eadel;nam;NOCTURNO
11;271;Demimbu;condimentum;DIURNO
11;272;Devify;vel;COMPLETO
11;273;Muxo;ut;COMPLETO
11;274;Tagcat;nec;NOCTURNO
11;275;Kazu;morbi;COMPLETO
11;276;Ntags;pretium;NOCTURNO
11;277;Photobean;tortor;NOCTURNO
11;278;Dabfeed;quis;COMPLETO
11;279;Dabvine;est;COMPLETO
11;280;Fliptune;habitasse;NOCTURNO
11;281;LiveZ;lobortis;DIURNO
11;282;Thoughtsphere;neque;DIURNO
11;283;Zoomzone;nisi;COMPLETO
11;284;Realbuzz;vel;NOCTURNO
11;285;Twinte;dis;DIURNO
11;286;Kwideo;vitae;COMPLETO
11;287;Skinix;in;COMPLETO
11;288;Dabvine;turpis;NOCTURNO
11;289;Flashpoint;nulla;NOCTURNO
11;290;Mydo;augue;COMPLETO
11;291;Trudoo;purus;NOCTURNO
11;292;Jetwire;ut;DIURNO
11;293;Thoughtbridge;imperdiet;NOCTURNO
11;294;Trilia;morbi;NOCTURNO
11;295;Oozz;enim;COMPLETO
11;296;Realpoint;id;COMPLETO
11;297;Brainlounge;ultrices;COMPLETO
11;298;Livepath;pellentesque;NOCTURNO
11;299;Thoughtmix;vestibulum;DIURNO
11;300;Trudeo;maecenas;NOCTURNO
11;301;Izio;ipsum;DIURNO
11;302;Centizu;lectus;DIURNO
11;303;Rhyloo;eleifend;COMPLETO
11;304;Jabbersphere;et;NOCTURNO
11;305;Jatri;pellentesque;COMPLETO
11;306;Divavu;quis;COMPLETO
11;307;Browseblab;donec;COMPLETO
11;308;Quinu;nam;NOCTURNO
11;309;LiveZ;facilisi;COMPLETO
11;310;Vipe;sodales;COMPLETO
11;311;Vipe;cras;COMPLETO
11;312;Muxo;etiam;NOCTURNO
11;313;Plambee;sed;DIURNO
11;314;Skinix;ac;COMPLETO
11;315;Linktype;donec;NOCTURNO
11;316;Agivu;donec;DIURNO
11;317;Feedfire;fermentum;COMPLETO
11;318;Leexo;ligula;COMPLETO
11;319;Vinder;sapien;DIURNO
11;320;Kaymbo;sapien;NOCTURNO
11;321;Fliptune;aliquam;NOCTURNO
11;322;Aivee;rhoncus;DIURNO
11;323;Photojam;vitae;NOCTURNO
11;324;Zoonoodle;rhoncus;NOCTURNO
11;325;Riffpath;est;NOCTURNO
11;326;Topiczoom;ut;DIURNO
11;327;Abatz;donec;DIURNO
11;328;Oloo;justo;DIURNO
11;329;Yakidoo;non;COMPLETO
11;330;Feedbug;sed;DIURNO
11;331;Twitterbridge;id;DIURNO
11;332;Photospace;leo;DIURNO
11;333;Katz;accumsan;NOCTURNO
11;334;Digitube;maecenas;NOCTURNO
11;335;Dabfeed;morbi;COMPLETO
11;336;Twinte;nec;NOCTURNO
11;337;Tagpad;morbi;COMPLETO
11;338;Kazio;in;COMPLETO
11;339;Yodoo;tempor;DIURNO
11;340;Edgepulse;at;NOCTURNO
11;341;Yozio;eu;NOCTURNO
11;342;Skyble;congue;COMPLETO
11;343;Wikivu;cursus;DIURNO
11;344;Zava;rhoncus;DIURNO
11;345;Wordware;feugiat;DIURNO
11;346;Quaxo;sed;DIURNO
11;347;Fivespan;at;COMPLETO
11;348;Yodoo;enim;NOCTURNO
11;349;Layo;donec;DIURNO
11;350;Avamba;metus;DIURNO
11;351;Myworks;molestie;NOCTURNO
11;352;Jabbersphere;turpis;NOCTURNO
11;353;Photobean;non;NOCTURNO
11;354;Kazu;ut;COMPLETO
11;355;Shufflester;pede;COMPLETO
11;356;Dazzlesphere;in;COMPLETO
11;357;Kazu;luctus;NOCTURNO
11;358;Kaymbo;eu;COMPLETO
11;359;LiveZ;ultricies;NOCTURNO
11;360;Thoughtbeat;vel;COMPLETO
11;361;Talane;magna;DIURNO
11;362;Skiptube;lectus;NOCTURNO
11;363;Jabbertype;tellus;NOCTURNO
11;364;Youtags;erat;NOCTURNO
11;365;Quatz;ipsum;DIURNO
11;366;Nlounge;nulla;DIURNO
11;367;Skajo;curabitur;NOCTURNO
11;368;Kamba;leo;NOCTURNO
11;369;Livepath;vel;NOCTURNO
11;370;Fatz;sit;NOCTURNO
11;371;Livefish;faucibus;COMPLETO
11;372;Kamba;in;NOCTURNO
11;373;Yakidoo;est;NOCTURNO
11;374;Eimbee;sed;DIURNO
11;375;Fliptune;feugiat;DIURNO
11;376;Flashdog;sit;COMPLETO
11;377;Buzzshare;eu;COMPLETO
11;378;Kanoodle;tellus;COMPLETO
11;379;Meetz;dui;DIURNO
11;380;Realpoint;fermentum;DIURNO
11;381;Brainsphere;lobortis;COMPLETO
11;382;Vipe;nullam;DIURNO
11;383;Skinte;condimentum;COMPLETO
11;384;Tazz;at;COMPLETO
11;385;Dabjam;est;NOCTURNO
11;386;Gabtype;pede;NOCTURNO
11;387;Feedfish;lectus;NOCTURNO
11;388;Quamba;dolor;DIURNO
11;389;Midel;nulla;NOCTURNO
11;390;Blogpad;purus;COMPLETO
11;391;Twimm;interdum;NOCTURNO
11;392;Zooveo;luctus;NOCTURNO
11;393;Jatri;nulla;NOCTURNO
11;394;Aimbu;tristique;NOCTURNO
11;395;Jazzy;molestie;COMPLETO
11;396;Chatterbridge;ut;COMPLETO
11;397;Jaxnation;libero;COMPLETO
11;398;Buzzbean;vitae;DIURNO
11;399;Flashspan;mus;DIURNO
11;400;Browsetype;accumsan;DIURNO
11;401;Babblestorm;integer;NOCTURNO
11;402;Twimm;sit;COMPLETO
11;403;Kanoodle;suspendisse;COMPLETO
11;404;Yotz;sed;NOCTURNO
11;405;Topiczoom;sit;COMPLETO
11;406;Mita;sapien;COMPLETO
11;407;Gigabox;faucibus;COMPLETO
11;408;Mita;iaculis;COMPLETO
11;409;Skivee;condimentum;NOCTURNO
11;410;Meetz;turpis;DIURNO
11;411;Dazzlesphere;ipsum;NOCTURNO
11;412;Zoovu;congue;DIURNO
11;413;Fiveclub;eget;NOCTURNO
11;414;Voonix;proin;DIURNO
11;415;Jabberbean;pulvinar;DIURNO
11;416;Rhyloo;laoreet;NOCTURNO
11;417;Aivee;in;DIURNO
11;418;Digitube;ac;NOCTURNO
11;419;Edgeify;sed;NOCTURNO
11;420;Gigashots;fermentum;COMPLETO
11;421;Voolia;sit;COMPLETO
11;422;Quimba;convallis;NOCTURNO
11;423;Minyx;maecenas;NOCTURNO
11;424;Linkbridge;interdum;COMPLETO
11;425;Centidel;ut;DIURNO
11;426;Skippad;ante;COMPLETO
11;427;Skipstorm;fusce;COMPLETO
11;428;Topicblab;dapibus;NOCTURNO
11;429;Eire;hac;COMPLETO
11;430;Katz;cubilia;NOCTURNO
11;431;Youfeed;morbi;DIURNO
11;432;Trudoo;vestibulum;NOCTURNO
11;433;Agimba;ut;DIURNO
11;434;Oyonder;eleifend;DIURNO
11;435;Mymm;fusce;NOCTURNO
11;436;Oyoloo;ac;NOCTURNO
11;437;Katz;quis;NOCTURNO
11;438;Kazio;nibh;DIURNO
11;439;Tagopia;habitasse;NOCTURNO
11;440;Devify;purus;NOCTURNO
11;441;Yakijo;gravida;DIURNO
11;442;Edgeblab;curae;COMPLETO
11;443;Jetwire;quam;DIURNO
11;444;Flashset;quisque;DIURNO
11;445;Mydo;sodales;NOCTURNO
11;446;Vitz;nunc;COMPLETO
11;447;Twitterlist;molestie;COMPLETO
11;448;Brainsphere;pretium;NOCTURNO
11;449;Wikibox;vivamus;COMPLETO
11;450;Thoughtstorm;habitasse;COMPLETO
11;451;Topicblab;nulla;NOCTURNO
11;452;Eadel;maecenas;NOCTURNO
11;453;Yakitri;tempor;COMPLETO
11;454;Aimbo;dictumst;NOCTURNO
11;455;Camimbo;ipsum;NOCTURNO
11;456;Wordtune;orci;NOCTURNO
11;457;Jabbersphere;praesent;NOCTURNO
11;458;Leexo;erat;COMPLETO
11;459;Tekfly;augue;DIURNO
11;460;Jabberbean;nunc;NOCTURNO
11;461;Mycat;quis;COMPLETO
11;462;Podcat;lectus;NOCTURNO
11;463;Skinte;primis;NOCTURNO
11;464;Kazio;cum;COMPLETO
11;465;Meejo;eget;DIURNO
11;466;Tagfeed;pede;DIURNO
11;467;Eadel;habitasse;COMPLETO
11;468;Bluejam;pellentesque;DIURNO
11;469;Kaymbo;pede;NOCTURNO
11;470;Brightdog;tellus;DIURNO
11;471;Devpoint;erat;NOCTURNO
11;472;Youbridge;pharetra;NOCTURNO
11;473;Linktype;lacinia;COMPLETO
11;474;Topicshots;sed;NOCTURNO
11;475;Skinte;cubilia;COMPLETO
11;476;Jetpulse;orci;DIURNO
11;477;Bubbletube;quis;DIURNO
11;478;Roomm;eleifend;NOCTURNO
11;479;Browsedrive;ut;DIURNO
11;480;Quire;lacus;COMPLETO
11;481;Feedbug;non;COMPLETO
11;482;Brainlounge;nulla;COMPLETO
11;483;Chatterbridge;at;DIURNO
11;484;Linklinks;primis;NOCTURNO
11;485;Miboo;at;NOCTURNO
11;486;Devshare;lectus;DIURNO
11;487;Snaptags;duis;NOCTURNO
11;488;Fadeo;nulla;NOCTURNO
11;489;Katz;nibh;COMPLETO
11;490;Youspan;erat;NOCTURNO
11;491;Oyoloo;id;NOCTURNO
11;492;Eamia;nibh;DIURNO
11;493;Ntags;consequat;NOCTURNO
11;494;Gabvine;curabitur;NOCTURNO
11;495;Realblab;vestibulum;DIURNO
11;496;Kwilith;habitasse;NOCTURNO
11;497;Kwimbee;rutrum;DIURNO
11;498;Edgepulse;congue;COMPLETO
11;499;Cogidoo;erat;NOCTURNO
11;500;Oloo;vestibulum;COMPLETO
11;501;Feednation;molestie;COMPLETO
11;502;Livefish;orci;COMPLETO
11;503;Ntags;lacinia;COMPLETO
11;504;Gigaclub;orci;COMPLETO
11;505;Jetwire;tristique;NOCTURNO
11;506;Latz;consequat;DIURNO
11;507;Tekfly;magna;DIURNO
11;508;Dablist;ac;NOCTURNO
11;509;Aimbu;dapibus;DIURNO
11;510;Skajo;nisi;NOCTURNO
11;511;Innojam;sapien;COMPLETO
11;512;Feedspan;sapien;DIURNO
11;513;Realcube;condimentum;COMPLETO
11;514;Jabbercube;amet;NOCTURNO
11;515;Realblab;viverra;DIURNO
11;516;Gigaclub;eu;DIURNO
11;517;Blogtag;pellentesque;NOCTURNO
11;518;Oozz;congue;COMPLETO
11;519;Twinder;sed;NOCTURNO
11;520;Feedbug;molestie;COMPLETO
11;521;Skaboo;massa;COMPLETO
11;522;Photojam;penatibus;COMPLETO
11;523;Devbug;lobortis;NOCTURNO
11;524;Zoombox;pede;COMPLETO
11;525;Yakidoo;luctus;NOCTURNO
11;526;Buzzdog;maecenas;NOCTURNO
11;527;Teklist;hendrerit;NOCTURNO
11;528;Zazio;at;DIURNO
11;529;LiveZ;adipiscing;NOCTURNO
11;530;Midel;montes;COMPLETO
11;531;Flipopia;molestie;NOCTURNO
11;532;Photojam;nulla;DIURNO
11;533;Voomm;id;COMPLETO
11;534;Skibox;tristique;COMPLETO
11;535;Gigashots;habitasse;COMPLETO
11;536;Linktype;augue;NOCTURNO
11;537;Wordware;natoque;COMPLETO
11;538;Voomm;orci;COMPLETO
11;539;Avaveo;bibendum;NOCTURNO
11;540;Jabbercube;id;DIURNO
11;541;Jabberstorm;felis;NOCTURNO
11;542;Topdrive;nibh;DIURNO
11;543;Devpulse;vulputate;NOCTURNO
11;544;Wikivu;ipsum;COMPLETO
11;545;Jaxnation;fusce;NOCTURNO
11;546;Camido;consectetuer;NOCTURNO
11;547;Ntags;natoque;NOCTURNO
11;548;Mynte;quam;DIURNO
11;549;Devpulse;duis;DIURNO
11;550;Ailane;nunc;COMPLETO
11;551;Jayo;tempor;NOCTURNO
11;552;Twitterlist;eros;NOCTURNO
11;553;Pixoboo;mauris;NOCTURNO
11;554;Yoveo;lacus;DIURNO
11;555;Skinix;varius;COMPLETO
11;556;Viva;in;COMPLETO
11;557;Muxo;quam;DIURNO
11;558;Wikibox;congue;DIURNO
11;559;Kazu;orci;COMPLETO
11;560;Linktype;nisi;COMPLETO
11;561;Skyba;sapien;DIURNO
11;562;Viva;enim;DIURNO
11;563;Rhyzio;iaculis;DIURNO
11;564;Blogtags;ac;COMPLETO
11;565;Edgewire;nisi;NOCTURNO
11;566;Dabtype;donec;NOCTURNO
11;567;Mycat;ullamcorper;NOCTURNO
11;568;Rhyzio;non;NOCTURNO
11;569;Thoughtworks;interdum;DIURNO
11;570;Voonte;natoque;COMPLETO
11;571;Flashset;et;NOCTURNO
11;572;Realcube;elementum;NOCTURNO
11;573;Tagchat;blandit;NOCTURNO
11;574;Skajo;odio;DIURNO
11;575;Tavu;proin;NOCTURNO
11;576;Zoomcast;velit;NOCTURNO
11;577;Photobug;quam;COMPLETO
11;578;Kwilith;rutrum;NOCTURNO
11;579;Bluejam;vestibulum;DIURNO
11;580;Quinu;pellentesque;COMPLETO
11;581;Jatri;interdum;DIURNO
11;582;Miboo;justo;NOCTURNO
11;583;Buzzshare;ullamcorper;COMPLETO
11;584;Feedfire;lacinia;DIURNO
11;585;Wikibox;turpis;DIURNO
11;586;Kaymbo;mattis;DIURNO
11;587;Skidoo;in;NOCTURNO
11;588;Skimia;ultrices;COMPLETO
11;589;Tavu;pede;NOCTURNO
11;590;Photospace;consequat;DIURNO
11;591;Riffpedia;dis;NOCTURNO
11;592;Dazzlesphere;nisl;COMPLETO
11;593;Bluejam;vestibulum;NOCTURNO
11;594;Kwimbee;mauris;DIURNO
11;595;Janyx;curabitur;COMPLETO
11;596;Feedfish;nulla;DIURNO
11;597;Topicblab;erat;NOCTURNO
11;598;Katz;lorem;NOCTURNO
11;599;Kayveo;dictumst;DIURNO
11;600;Trudeo;non;DIURNO
11;601;Kanoodle;lacinia;DIURNO
11;602;Meejo;velit;NOCTURNO
11;603;Tekfly;fusce;COMPLETO
11;604;Zoombox;in;COMPLETO
11;605;Zoombeat;rhoncus;COMPLETO
11;606;Demivee;in;NOCTURNO
11;607;Skiba;molestie;COMPLETO
11;608;Yodo;sed;NOCTURNO
11;609;Oba;sed;COMPLETO
11;610;Wordpedia;mauris;DIURNO
11;611;Jabberstorm;fusce;COMPLETO
11;612;Gabspot;pede;DIURNO
11;613;Kwinu;vel;NOCTURNO
11;614;Jetwire;ante;NOCTURNO
11;615;Rhycero;sit;NOCTURNO
11;616;Youbridge;nam;NOCTURNO
11;617;Kamba;posuere;COMPLETO
11;618;Feedmix;adipiscing;NOCTURNO
11;619;Dablist;accumsan;COMPLETO
11;620;Linklinks;lobortis;DIURNO
11;621;Fivespan;eleifend;DIURNO
11;622;Trunyx;eleifend;COMPLETO
11;623;Camido;neque;NOCTURNO
11;624;Oyope;posuere;NOCTURNO
11;625;Yotz;ac;NOCTURNO
11;626;Youtags;aenean;DIURNO
11;627;Shuffledrive;curabitur;COMPLETO
11;628;Jabberstorm;nullam;DIURNO
11;629;Jabberstorm;accumsan;COMPLETO
11;630;Browseblab;etiam;DIURNO
11;631;Buzzster;semper;COMPLETO
11;632;Zoovu;scelerisque;DIURNO
11;633;Browsebug;vel;COMPLETO
11;634;Feedfire;ante;NOCTURNO
11;635;Kwideo;arcu;COMPLETO
11;636;Realfire;eu;DIURNO
11;637;Skidoo;parturient;DIURNO
11;638;Gabcube;adipiscing;DIURNO
11;639;Gevee;ut;DIURNO
11;640;Chatterpoint;pede;NOCTURNO
11;641;Innojam;magna;NOCTURNO
11;642;Devbug;pellentesque;COMPLETO
11;643;Zooxo;aenean;DIURNO
11;644;Zoomdog;pellentesque;DIURNO
11;645;Riffwire;lobortis;COMPLETO
11;646;Cogidoo;convallis;COMPLETO
11;647;Yabox;egestas;COMPLETO
11;648;Vimbo;dictumst;DIURNO
11;649;BlogXS;magna;NOCTURNO
11;650;Plambee;nec;DIURNO
11;651;Feedbug;id;COMPLETO
11;652;Divavu;metus;DIURNO
11;653;Edgewire;parturient;NOCTURNO
11;654;Katz;felis;COMPLETO
11;655;Dabshots;vivamus;NOCTURNO
11;656;Rhybox;fermentum;COMPLETO
11;657;Skilith;amet;COMPLETO
11;658;Jamia;mi;COMPLETO
11;659;Oyope;primis;NOCTURNO
11;660;Tavu;venenatis;NOCTURNO
11;661;Shuffletag;cubilia;DIURNO
11;662;Meetz;elit;DIURNO
11;663;Edgewire;ut;DIURNO
11;664;Skaboo;duis;COMPLETO
11;665;Jatri;eget;DIURNO
11;666;Skibox;tortor;NOCTURNO
11;667;Quimm;suspendisse;NOCTURNO
11;668;Feedspan;pede;COMPLETO
11;669;Tambee;vestibulum;COMPLETO
11;670;Oozz;pede;NOCTURNO
11;671;Pixonyx;turpis;DIURNO
11;672;Ntag;porttitor;COMPLETO
11;673;Roomm;in;COMPLETO
11;674;Centimia;adipiscing;NOCTURNO
11;675;Flashset;lobortis;DIURNO
11;676;Yacero;in;NOCTURNO
11;677;Muxo;erat;NOCTURNO
