idServicio;id;nombreSupermercado;horario
10;353;Real Estate Investment Trusts;COMPLETO
10;354;n/a;COMPLETO
10;355;Semiconductors;COMPLETO
10;356;n/a;DIURNO
10;357;Oil - Gas Production;COMPLETO
10;358;Broadcasting;NOCTURNO
10;359;Major Pharmaceuticals;COMPLETO
10;360;Military/Government/Technical;DIURNO
10;361;Major Banks;DIURNO
10;362;n/a;DIURNO
10;363;Industrial Specialties;COMPLETO
10;364;Business Services;NOCTURNO
10;365;Life Insurance;DIURNO
10;366;Auto Parts:O.E.M.;NOCTURNO
10;367;Integrated oil Companies;NOCTURNO
10;368;Industrial Machinery/Components;COMPLETO
10;369;Hospital/Nursing Management;NOCTURNO
10;370;Commercial Banks;NOCTURNO
10;371;n/a;NOCTURNO
10;372;Accident -Health Insurance;DIURNO
10;373;Major Pharmaceuticals;COMPLETO
10;374;Clothing/Shoe/Accessory Stores;DIURNO
10;375;Diversified Financial Services;NOCTURNO
10;376;Packaged Foods;COMPLETO
10;377;n/a;DIURNO
10;378;Oil - Gas Production;DIURNO
10;379;Computer Software: Programming, Data Processing;NOCTURNO
10;380;Investment Bankers/Brokers/Service;NOCTURNO
10;381;Professional Services;COMPLETO
10;382;Natural Gas Distribution;NOCTURNO
10;383;n/a;NOCTURNO
10;384;Natural Gas Distribution;COMPLETO
10;385;n/a;DIURNO
10;386;n/a;DIURNO
10;387;Medical Specialities;DIURNO
10;388;Savings Institutions;NOCTURNO
10;389;Other Transportation;NOCTURNO
10;390;n/a;DIURNO
10;391;Electric Utilities: Central;COMPLETO
10;392;Construction/Ag Equipment/Trucks;COMPLETO
10;393;Life Insurance;DIURNO
10;394;Metal Fabrications;COMPLETO
10;395;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;396;Precious Metals;DIURNO
10;397;Other Consumer Services;COMPLETO
10;398;Radio And Television Broadcasting And Communications Equipment;COMPLETO
10;399;Hospital/Nursing Management;DIURNO
10;400;Medical/Dental Instruments;COMPLETO
10;401;Major Pharmaceuticals;DIURNO
10;402;Investment Managers;DIURNO
10;403;Major Pharmaceuticals;COMPLETO
10;404;Investment Managers;NOCTURNO
10;405;Major Banks;DIURNO
10;406;n/a;COMPLETO
10;407;Computer Software: Prepackaged Software;COMPLETO
10;408;Oil - Gas Production;DIURNO
10;409;Steel/Iron Ore;NOCTURNO
10;410;Mining - Quarrying of Nonmetallic Minerals (No Fuels);NOCTURNO
10;411;Major Chemicals;NOCTURNO
10;412;Hospital/Nursing Management;COMPLETO
10;413;Industrial Specialties;COMPLETO
10;414;Real Estate;NOCTURNO
10;415;n/a;COMPLETO
10;416;Major Pharmaceuticals;COMPLETO
10;417;Major Chemicals;COMPLETO
10;418;Semiconductors;NOCTURNO
10;419;Commercial Banks;COMPLETO
10;420;n/a;COMPLETO
10;421;Department/Specialty Retail Stores;DIURNO
10;422;Transportation Services;COMPLETO
10;423;Medical/Dental Instruments;DIURNO
10;424;Computer Software: Prepackaged Software;NOCTURNO
10;425;n/a;COMPLETO
10;426;Medical/Dental Instruments;DIURNO
10;427;Semiconductors;COMPLETO
10;428;Specialty Foods;NOCTURNO
10;429;Services-Misc. Amusement - Recreation;DIURNO
10;430;EDP Services;NOCTURNO
10;431;Other Consumer Services;NOCTURNO
10;432;n/a;NOCTURNO
10;433;n/a;DIURNO
10;434;Real Estate Investment Trusts;COMPLETO
10;435;Advertising;NOCTURNO
10;436;Medical Specialities;NOCTURNO
10;437;Restaurants;DIURNO
10;438;Computer Software: Prepackaged Software;COMPLETO
10;439;Multi-Sector Companies;DIURNO
10;440;Major Pharmaceuticals;COMPLETO
10;441;Real Estate Investment Trusts;DIURNO
10;442;Property-Casualty Insurers;NOCTURNO
10;443;Telecommunications Equipment;DIURNO
10;444;Package Goods/Cosmetics;COMPLETO
10;445;Automotive Aftermarket;COMPLETO
10;446;Power Generation;COMPLETO
10;447;Natural Gas Distribution;COMPLETO
10;448;n/a;DIURNO
10;449;Telecommunications Equipment;DIURNO
10;450;Natural Gas Distribution;NOCTURNO
10;451;Major Banks;NOCTURNO
10;452;n/a;COMPLETO
10;453;Major Pharmaceuticals;NOCTURNO
10;454;n/a;COMPLETO
10;455;Major Pharmaceuticals;DIURNO
10;456;n/a;COMPLETO
10;457;Major Pharmaceuticals;DIURNO
10;458;Major Pharmaceuticals;COMPLETO
10;459;Telecommunications Equipment;DIURNO
10;460;Major Banks;DIURNO
10;461;Major Pharmaceuticals;DIURNO
10;462;Major Pharmaceuticals;NOCTURNO
10;463;Major Pharmaceuticals;DIURNO
10;464;Industrial Machinery/Components;COMPLETO
10;465;Trucking Freight/Courier Services;NOCTURNO
10;466;Savings Institutions;COMPLETO
10;467;Radio And Television Broadcasting And Communications Equipment;COMPLETO
10;468;n/a;DIURNO
10;469;n/a;DIURNO
10;470;Services-Misc. Amusement - Recreation;COMPLETO
10;471;Transportation Services;NOCTURNO
10;472;Biotechnology: Biological Products (No Diagnostic Substances);NOCTURNO
10;473;Commercial Banks;DIURNO
10;474;Real Estate Investment Trusts;DIURNO
10;475;Department/Specialty Retail Stores;NOCTURNO
10;476;RETAIL: Building Materials;COMPLETO
10;477;n/a;NOCTURNO
10;478;Major Banks;DIURNO
10;479;Oil Refining/Marketing;COMPLETO
10;480;Industrial Machinery/Components;COMPLETO
10;481;Other Consumer Services;COMPLETO
10;482;n/a;NOCTURNO
10;483;EDP Services;COMPLETO
10;484;Meat/Poultry/Fish;COMPLETO
10;485;Specialty Chemicals;NOCTURNO
10;486;Precious Metals;DIURNO
10;487;Major Pharmaceuticals;NOCTURNO
10;488;Business Services;DIURNO
10;489;Electronic Components;DIURNO
10;490;Computer Manufacturing;NOCTURNO
10;491;Military/Government/Technical;NOCTURNO
10;492;Real Estate Investment Trusts;DIURNO
10;493;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;494;Electric Utilities: Central;COMPLETO
10;495;n/a;DIURNO
10;496;Electronic Components;NOCTURNO
10;497;Major Banks;DIURNO
10;498;Air Freight/Delivery Services;COMPLETO
10;499;Diversified Commercial Services;DIURNO
10;500;Radio And Television Broadcasting And Communications Equipment;NOCTURNO
10;501;Marine Transportation;NOCTURNO
10;502;Marine Transportation;COMPLETO
10;503;n/a;NOCTURNO
10;504;Medical/Dental Instruments;DIURNO
10;505;Electrical Products;COMPLETO
10;506;n/a;DIURNO
10;507;n/a;COMPLETO
10;508;Major Pharmaceuticals;NOCTURNO
10;509;Medical/Dental Instruments;COMPLETO
10;510;Metal Fabrications;DIURNO
10;511;Environmental Services;COMPLETO
10;512;Other Consumer Services;DIURNO
10;513;Oil - Gas Production;COMPLETO
10;514;Finance: Consumer Services;NOCTURNO
10;515;n/a;NOCTURNO
10;516;Specialty Insurers;DIURNO
10;517;Savings Institutions;NOCTURNO
10;518;Commercial Banks;COMPLETO
10;519;Real Estate Investment Trusts;DIURNO
10;520;Power Generation;NOCTURNO
10;521;Savings Institutions;COMPLETO
10;522;Telecommunications Equipment;DIURNO
10;523;n/a;COMPLETO
10;524;Real Estate Investment Trusts;NOCTURNO
10;525;Hotels/Resorts;DIURNO
10;526;Farming/Seeds/Milling;NOCTURNO
10;527;Department/Specialty Retail Stores;DIURNO
10;528;n/a;COMPLETO
10;529;Mining - Quarrying of Nonmetallic Minerals (No Fuels);COMPLETO
10;530;Electric Utilities: Central;DIURNO
10;531;Real Estate;NOCTURNO
10;532;Biotechnology: Biological Products (No Diagnostic Substances);NOCTURNO
10;533;Investment Managers;NOCTURNO
10;534;Banks;DIURNO
10;535;n/a;COMPLETO
10;536;Computer Software: Prepackaged Software;DIURNO
10;537;Real Estate;DIURNO
10;538;Electric Utilities: Central;COMPLETO
10;539;Major Pharmaceuticals;COMPLETO
10;540;Business Services;NOCTURNO
10;541;n/a;COMPLETO
10;542;n/a;DIURNO
10;543;n/a;COMPLETO
10;544;Major Banks;DIURNO
10;545;Major Pharmaceuticals;NOCTURNO
10;546;Finance/Investors Services;COMPLETO
10;547;n/a;DIURNO
10;548;n/a;COMPLETO
10;549;Marine Transportation;COMPLETO
10;550;Shoe Manufacturing;COMPLETO
10;551;Trucking Freight/Courier Services;COMPLETO
10;552;Real Estate Investment Trusts;COMPLETO
10;553;Natural Gas Distribution;DIURNO
10;554;Auto Parts:O.E.M.;DIURNO
10;555;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;556;Major Chemicals;NOCTURNO
10;557;Meat/Poultry/Fish;NOCTURNO
10;558;Apparel;NOCTURNO
10;559;n/a;COMPLETO
10;560;n/a;NOCTURNO
10;561;n/a;DIURNO
10;562;Specialty Foods;DIURNO
10;563;n/a;DIURNO
10;564;Major Banks;DIURNO
10;565;Home Furnishings;DIURNO
10;566;Major Chemicals;DIURNO
10;567;n/a;DIURNO
10;568;n/a;COMPLETO
10;569;Telecommunications Equipment;NOCTURNO
10;570;n/a;NOCTURNO
10;571;Industrial Machinery/Components;COMPLETO
10;572;n/a;DIURNO
10;573;Environmental Services;COMPLETO
10;574;Property-Casualty Insurers;NOCTURNO
10;575;Semiconductors;NOCTURNO
10;576;Building Materials;NOCTURNO
10;577;Professional Services;DIURNO
10;578;Metal Fabrications;NOCTURNO
10;579;n/a;DIURNO
10;580;Major Pharmaceuticals;DIURNO
10;581;n/a;NOCTURNO
10;582;n/a;DIURNO
10;583;Electric Utilities: Central;NOCTURNO
10;584;Business Services;COMPLETO
10;585;n/a;COMPLETO
10;586;n/a;NOCTURNO
10;587;Major Pharmaceuticals;COMPLETO
10;588;Real Estate Investment Trusts;DIURNO
10;589;Precious Metals;DIURNO
10;590;n/a;NOCTURNO
10;591;Major Banks;NOCTURNO
10;592;Broadcasting;NOCTURNO
10;593;Major Banks;DIURNO
10;594;EDP Services;COMPLETO
10;595;Business Services;DIURNO
10;596;Major Banks;DIURNO
10;597;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;598;Natural Gas Distribution;COMPLETO
10;599;Property-Casualty Insurers;COMPLETO
10;600;Department/Specialty Retail Stores;DIURNO
10;601;Other Specialty Stores;COMPLETO
10;602;n/a;DIURNO
10;603;n/a;COMPLETO
10;604;n/a;DIURNO
10;605;Oil - Gas Production;DIURNO
10;606;Major Chemicals;COMPLETO
10;607;Medical/Nursing Services;DIURNO
10;608;Major Pharmaceuticals;COMPLETO
10;609;n/a;COMPLETO
10;610;Major Pharmaceuticals;COMPLETO
10;611;Telecommunications Equipment;COMPLETO
10;612;Major Pharmaceuticals;DIURNO
10;613;Other Specialty Stores;DIURNO
10;614;Investment Managers;NOCTURNO
10;615;Farming/Seeds/Milling;DIURNO
10;616;Other Consumer Services;COMPLETO
10;617;Other Specialty Stores;DIURNO
10;618;EDP Services;DIURNO
10;619;Industrial Specialties;DIURNO
10;620;Medical/Dental Instruments;COMPLETO
10;621;Auto Parts:O.E.M.;NOCTURNO
10;622;Medical/Dental Instruments;NOCTURNO
10;623;n/a;DIURNO
10;624;Real Estate Investment Trusts;NOCTURNO
10;625;n/a;DIURNO
10;626;Metal Fabrications;DIURNO
10;627;n/a;COMPLETO
10;628;Investment Managers;COMPLETO
10;629;Industrial Machinery/Components;DIURNO
10;630;n/a;NOCTURNO
10;631;Real Estate Investment Trusts;NOCTURNO
10;632;Electronic Components;COMPLETO
10;633;n/a;NOCTURNO
10;634;Specialty Chemicals;DIURNO
10;635;Air Freight/Delivery Services;NOCTURNO
10;636;Air Freight/Delivery Services;DIURNO
10;637;Metal Fabrications;DIURNO
10;638;Electrical Products;COMPLETO
10;639;n/a;COMPLETO
10;640;n/a;DIURNO
10;641;Finance: Consumer Services;COMPLETO
10;642;Major Banks;DIURNO
10;643;Industrial Machinery/Components;COMPLETO
10;644;Building Materials;COMPLETO
10;645;Broadcasting;DIURNO
10;646;Medical/Dental Instruments;COMPLETO
10;647;Major Pharmaceuticals;NOCTURNO
10;648;n/a;NOCTURNO
10;649;Advertising;COMPLETO
10;650;Major Pharmaceuticals;COMPLETO
10;651;Catalog/Specialty Distribution;COMPLETO
10;652;Industrial Machinery/Components;DIURNO
10;653;n/a;DIURNO
10;654;Business Services;COMPLETO
10;655;Medical/Dental Instruments;NOCTURNO
10;656;n/a;COMPLETO
10;657;n/a;DIURNO
10;658;Electronic Components;DIURNO
10;659;n/a;COMPLETO
10;660;Precious Metals;NOCTURNO
10;661;n/a;DIURNO
10;662;n/a;DIURNO
10;663;Business Services;DIURNO
10;664;Diversified Commercial Services;DIURNO
10;665;n/a;NOCTURNO
10;666;Major Pharmaceuticals;COMPLETO
10;667;Accident -Health Insurance;NOCTURNO
10;668;Transportation Services;DIURNO
10;669;Oil - Gas Production;NOCTURNO
10;670;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;671;n/a;DIURNO
10;672;n/a;COMPLETO
10;673;n/a;DIURNO
10;674;Property-Casualty Insurers;COMPLETO
10;675;Business Services;COMPLETO
10;676;Telecommunications Equipment;DIURNO
10;677;n/a;COMPLETO
10;678;Water Supply;COMPLETO
10;679;Biotechnology: Electromedical - Electrotherapeutic Apparatus;DIURNO
10;680;n/a;COMPLETO
10;681;Oil - Gas Production;DIURNO
10;682;Finance: Consumer Services;DIURNO
10;683;n/a;COMPLETO
10;684;Semiconductors;NOCTURNO
10;685;Oil - Gas Production;COMPLETO
10;686;Real Estate Investment Trusts;DIURNO
10;687;Computer Manufacturing;NOCTURNO
10;688;Other Specialty Stores;DIURNO
10;689;Specialty Chemicals;DIURNO
10;690;Computer Manufacturing;NOCTURNO
10;691;Major Pharmaceuticals;NOCTURNO
10;692;Building Materials;NOCTURNO
10;693;Real Estate Investment Trusts;DIURNO
10;694;Electronic Components;COMPLETO
