id;idServicio;tipoServicio;horario
363;4;Planchado;NOCTURNO
364;4;Lavado;COMPLETO
365;4;Planchado;DIURNO
366;4;Lavado;NOCTURNO
367;4;Lavado;COMPLETO
368;4;Lavado;NOCTURNO
369;4;Planchado;DIURNO
370;4;Lavado;DIURNO
371;4;Planchado;DIURNO
372;4;Planchado;DIURNO
373;4;Planchado;NOCTURNO
374;4;Lavado;COMPLETO
375;4;Planchado;DIURNO
376;4;Lavado;NOCTURNO
377;4;Lavado;COMPLETO
378;4;Lavado;NOCTURNO
379;4;Planchado;DIURNO
380;4;Lavado;DIURNO
381;4;Planchado;DIURNO
382;4;Planchado;DIURNO
383;4;Planchado;NOCTURNO
384;4;Lavado;COMPLETO
385;4;Planchado;DIURNO
386;4;Lavado;NOCTURNO
387;4;Lavado;COMPLETO
388;4;Lavado;NOCTURNO
389;4;Planchado;DIURNO
390;4;Lavado;DIURNO
391;4;Planchado;DIURNO
392;4;Planchado;DIURNO
393;4;Planchado;NOCTURNO
394;4;Lavado;COMPLETO
395;4;Planchado;DIURNO
396;4;Lavado;NOCTURNO
397;4;Lavado;COMPLETO
398;4;Lavado;NOCTURNO
399;4;Planchado;DIURNO
400;4;Lavado;DIURNO
401;4;Planchado;DIURNO
402;4;Planchado;DIURNO
403;4;Planchado;NOCTURNO
404;4;Lavado;COMPLETO
405;4;Planchado;DIURNO
406;4;Lavado;NOCTURNO
407;4;Lavado;COMPLETO
408;4;Lavado;NOCTURNO
409;4;Planchado;DIURNO
410;4;Lavado;DIURNO
411;4;Planchado;DIURNO
412;4;Planchado;DIURNO
413;4;Planchado;NOCTURNO
414;4;Lavado;COMPLETO
415;4;Planchado;DIURNO
416;4;Lavado;NOCTURNO
417;4;Lavado;COMPLETO
418;4;Lavado;NOCTURNO
419;4;Planchado;DIURNO
420;4;Lavado;DIURNO
421;4;Planchado;DIURNO
422;4;Planchado;DIURNO
423;4;Planchado;NOCTURNO
424;4;Lavado;COMPLETO
425;4;Planchado;DIURNO
426;4;Lavado;NOCTURNO
427;4;Lavado;COMPLETO
428;4;Lavado;NOCTURNO
429;4;Planchado;DIURNO
430;4;Lavado;DIURNO
431;4;Planchado;DIURNO
432;4;Planchado;DIURNO
433;4;Planchado;NOCTURNO
434;4;Lavado;COMPLETO
435;4;Planchado;DIURNO
436;4;Lavado;NOCTURNO
437;4;Lavado;COMPLETO
438;4;Lavado;NOCTURNO
439;4;Planchado;DIURNO
440;4;Lavado;DIURNO
441;4;Planchado;DIURNO
442;4;Planchado;DIURNO
443;4;Planchado;NOCTURNO
444;4;Lavado;COMPLETO
445;4;Planchado;DIURNO
446;4;Lavado;NOCTURNO
447;4;Lavado;COMPLETO
448;4;Lavado;NOCTURNO
449;4;Planchado;DIURNO
450;4;Lavado;DIURNO
451;4;Planchado;DIURNO
452;4;Planchado;DIURNO
453;4;Planchado;NOCTURNO
454;4;Lavado;COMPLETO
455;4;Planchado;DIURNO
456;4;Lavado;NOCTURNO
457;4;Lavado;COMPLETO
458;4;Lavado;NOCTURNO
459;4;Planchado;DIURNO
460;4;Lavado;DIURNO
461;4;Planchado;DIURNO
462;4;Planchado;DIURNO
463;4;Planchado;NOCTURNO
464;4;Lavado;COMPLETO
465;4;Planchado;DIURNO
466;4;Lavado;NOCTURNO
467;4;Lavado;COMPLETO
468;4;Lavado;NOCTURNO
469;4;Planchado;DIURNO
470;4;Lavado;DIURNO
471;4;Planchado;DIURNO
472;4;Planchado;DIURNO
473;4;Planchado;NOCTURNO
474;4;Lavado;COMPLETO
475;4;Planchado;DIURNO
476;4;Lavado;NOCTURNO
477;4;Lavado;COMPLETO
478;4;Lavado;NOCTURNO
479;4;Planchado;DIURNO
480;4;Lavado;DIURNO
481;4;Planchado;DIURNO
482;4;Planchado;DIURNO
483;4;Planchado;NOCTURNO
484;4;Lavado;COMPLETO
485;4;Planchado;DIURNO
486;4;Lavado;NOCTURNO
487;4;Lavado;COMPLETO
488;4;Lavado;NOCTURNO
489;4;Planchado;DIURNO
490;4;Lavado;DIURNO
491;4;Planchado;DIURNO
492;4;Planchado;DIURNO
493;4;Planchado;NOCTURNO
494;4;Lavado;COMPLETO
495;4;Planchado;DIURNO
496;4;Lavado;NOCTURNO
497;4;Lavado;COMPLETO
498;4;Lavado;NOCTURNO
499;4;Planchado;DIURNO
500;4;Lavado;DIURNO
501;4;Planchado;DIURNO
502;4;Planchado;DIURNO
503;4;Planchado;NOCTURNO
504;4;Lavado;COMPLETO
505;4;Planchado;DIURNO
506;4;Lavado;NOCTURNO
507;4;Lavado;COMPLETO
508;4;Lavado;NOCTURNO
509;4;Planchado;DIURNO
510;4;Lavado;DIURNO
511;4;Planchado;DIURNO
512;4;Planchado;DIURNO
513;4;Planchado;NOCTURNO
514;4;Lavado;COMPLETO
515;4;Planchado;DIURNO
516;4;Lavado;NOCTURNO
517;4;Lavado;COMPLETO
518;4;Lavado;NOCTURNO
519;4;Planchado;DIURNO
520;4;Lavado;DIURNO
521;4;Planchado;DIURNO
522;4;Planchado;DIURNO
523;4;Planchado;NOCTURNO
524;4;Lavado;COMPLETO
525;4;Planchado;DIURNO
526;4;Lavado;NOCTURNO
527;4;Lavado;COMPLETO
528;4;Lavado;NOCTURNO
529;4;Planchado;DIURNO
530;4;Lavado;DIURNO
531;4;Planchado;DIURNO
532;4;Planchado;DIURNO
533;4;Planchado;NOCTURNO
534;4;Lavado;COMPLETO
535;4;Planchado;DIURNO
536;4;Lavado;NOCTURNO
537;4;Lavado;COMPLETO
538;4;Lavado;NOCTURNO
539;4;Planchado;DIURNO
540;4;Lavado;DIURNO
541;4;Planchado;DIURNO
542;4;Planchado;DIURNO
543;4;Planchado;NOCTURNO
544;4;Lavado;COMPLETO
545;4;Planchado;DIURNO
546;4;Lavado;NOCTURNO
547;4;Lavado;COMPLETO
548;4;Lavado;NOCTURNO
549;4;Planchado;DIURNO
550;4;Lavado;DIURNO
551;4;Planchado;DIURNO
552;4;Planchado;DIURNO
553;4;Planchado;NOCTURNO
554;4;Lavado;COMPLETO
555;4;Planchado;DIURNO
556;4;Lavado;NOCTURNO
557;4;Lavado;COMPLETO
558;4;Lavado;NOCTURNO
559;4;Planchado;DIURNO
560;4;Lavado;DIURNO
561;4;Planchado;DIURNO
562;4;Planchado;DIURNO
563;4;Planchado;NOCTURNO
564;4;Lavado;COMPLETO
565;4;Planchado;DIURNO
566;4;Lavado;NOCTURNO
567;4;Lavado;COMPLETO
568;4;Lavado;NOCTURNO
569;4;Planchado;DIURNO
570;4;Lavado;DIURNO
571;4;Planchado;DIURNO
572;4;Planchado;DIURNO
573;4;Planchado;NOCTURNO
574;4;Lavado;COMPLETO
575;4;Planchado;DIURNO
576;4;Lavado;NOCTURNO
577;4;Lavado;COMPLETO
578;4;Lavado;NOCTURNO
579;4;Planchado;DIURNO
580;4;Lavado;DIURNO
581;4;Planchado;DIURNO
582;4;Planchado;DIURNO
583;4;Planchado;NOCTURNO
584;4;Lavado;COMPLETO
585;4;Planchado;DIURNO
586;4;Lavado;NOCTURNO
587;4;Lavado;COMPLETO
588;4;Lavado;NOCTURNO
589;4;Planchado;DIURNO
590;4;Lavado;DIURNO
591;4;Planchado;DIURNO
592;4;Planchado;DIURNO
593;4;Planchado;NOCTURNO
594;4;Lavado;COMPLETO
595;4;Planchado;DIURNO
596;4;Lavado;NOCTURNO
597;4;Lavado;COMPLETO
598;4;Lavado;NOCTURNO
599;4;Planchado;DIURNO
600;4;Lavado;DIURNO
601;4;Planchado;DIURNO
602;4;Planchado;DIURNO
603;4;Planchado;NOCTURNO
604;4;Lavado;COMPLETO
605;4;Planchado;DIURNO
606;4;Lavado;NOCTURNO
607;4;Lavado;COMPLETO
608;4;Lavado;NOCTURNO
609;4;Planchado;DIURNO
610;4;Lavado;DIURNO
611;4;Planchado;DIURNO
612;4;Planchado;DIURNO
613;4;Planchado;NOCTURNO
614;4;Lavado;COMPLETO
615;4;Planchado;DIURNO
616;4;Lavado;NOCTURNO
617;4;Lavado;COMPLETO
618;4;Lavado;NOCTURNO
619;4;Planchado;DIURNO
620;4;Lavado;DIURNO
621;4;Planchado;DIURNO
622;4;Planchado;DIURNO
623;4;Planchado;NOCTURNO
624;4;Lavado;COMPLETO
625;4;Planchado;DIURNO
626;4;Lavado;NOCTURNO
627;4;Lavado;COMPLETO
628;4;Lavado;NOCTURNO
629;4;Planchado;DIURNO
630;4;Lavado;DIURNO
631;4;Planchado;DIURNO
632;4;Planchado;DIURNO
633;4;Planchado;NOCTURNO
634;4;Lavado;COMPLETO
635;4;Planchado;DIURNO
636;4;Lavado;NOCTURNO
637;4;Lavado;COMPLETO
638;4;Lavado;NOCTURNO
639;4;Planchado;DIURNO
640;4;Lavado;DIURNO
641;4;Planchado;DIURNO
642;4;Planchado;DIURNO
643;4;Planchado;NOCTURNO
644;4;Lavado;COMPLETO
645;4;Planchado;DIURNO
646;4;Lavado;NOCTURNO
647;4;Lavado;COMPLETO
648;4;Lavado;NOCTURNO
649;4;Planchado;DIURNO
650;4;Lavado;DIURNO
651;4;Planchado;DIURNO
652;4;Planchado;DIURNO
653;4;Planchado;NOCTURNO
654;4;Lavado;COMPLETO
655;4;Planchado;DIURNO
656;4;Lavado;NOCTURNO
657;4;Lavado;COMPLETO
658;4;Lavado;NOCTURNO
659;4;Planchado;DIURNO
660;4;Lavado;DIURNO
661;4;Planchado;DIURNO
662;4;Planchado;DIURNO
663;4;Planchado;NOCTURNO
664;4;Lavado;COMPLETO
665;4;Planchado;DIURNO
666;4;Lavado;NOCTURNO
667;4;Lavado;COMPLETO
668;4;Lavado;NOCTURNO
669;4;Planchado;DIURNO
670;4;Lavado;DIURNO
671;4;Planchado;DIURNO
672;4;Planchado;DIURNO
673;4;Planchado;NOCTURNO
674;4;Lavado;COMPLETO
675;4;Planchado;DIURNO
676;4;Lavado;NOCTURNO
677;4;Lavado;COMPLETO
678;4;Lavado;NOCTURNO
679;4;Planchado;DIURNO
680;4;Lavado;DIURNO
681;4;Planchado;DIURNO
682;4;Planchado;DIURNO
683;4;Planchado;NOCTURNO
684;4;Lavado;COMPLETO
685;4;Planchado;DIURNO
686;4;Lavado;NOCTURNO
687;4;Lavado;COMPLETO
688;4;Lavado;NOCTURNO
689;4;Planchado;DIURNO
690;4;Lavado;DIURNO
691;4;Planchado;DIURNO
692;4;Planchado;DIURNO
693;4;Planchado;NOCTURNO
694;4;Lavado;COMPLETO
695;4;Planchado;DIURNO
696;4;Lavado;NOCTURNO
697;4;Lavado;COMPLETO
698;4;Lavado;NOCTURNO
699;4;Planchado;DIURNO
700;4;Lavado;DIURNO
701;4;Planchado;DIURNO
702;4;Planchado;DIURNO
703;4;Planchado;NOCTURNO
704;4;Lavado;COMPLETO
705;4;Planchado;DIURNO
706;4;Lavado;NOCTURNO
707;4;Lavado;COMPLETO
708;4;Lavado;NOCTURNO
709;4;Planchado;DIURNO
710;4;Lavado;DIURNO
711;4;Planchado;DIURNO
712;4;Planchado;DIURNO
713;4;Planchado;NOCTURNO
714;4;Lavado;COMPLETO
715;4;Planchado;DIURNO
716;4;Lavado;NOCTURNO
717;4;Lavado;COMPLETO
718;4;Lavado;NOCTURNO
719;4;Planchado;DIURNO
720;4;Lavado;DIURNO
721;4;Planchado;DIURNO
722;4;Planchado;DIURNO
723;4;Planchado;NOCTURNO
724;4;Lavado;COMPLETO
725;4;Planchado;DIURNO
726;4;Lavado;NOCTURNO
727;4;Lavado;COMPLETO
728;4;Lavado;NOCTURNO
729;4;Planchado;DIURNO
730;4;Lavado;DIURNO
731;4;Planchado;DIURNO
732;4;Planchado;DIURNO
733;4;Planchado;NOCTURNO
734;4;Lavado;COMPLETO
735;4;Planchado;DIURNO
736;4;Lavado;NOCTURNO
737;4;Lavado;COMPLETO
738;4;Lavado;NOCTURNO
739;4;Planchado;DIURNO
740;4;Lavado;DIURNO
741;4;Planchado;DIURNO
742;4;Planchado;DIURNO
743;4;Planchado;NOCTURNO
744;4;Lavado;COMPLETO
745;4;Planchado;DIURNO
746;4;Lavado;NOCTURNO
747;4;Lavado;COMPLETO
748;4;Lavado;NOCTURNO
749;4;Planchado;DIURNO
750;4;Lavado;DIURNO
751;4;Planchado;DIURNO
752;4;Planchado;DIURNO
753;4;Planchado;NOCTURNO
754;4;Lavado;COMPLETO
755;4;Planchado;DIURNO
756;4;Lavado;NOCTURNO
757;4;Lavado;COMPLETO
758;4;Lavado;NOCTURNO
759;4;Planchado;DIURNO
760;4;Lavado;DIURNO
761;4;Planchado;DIURNO
762;4;Planchado;DIURNO
763;4;Planchado;NOCTURNO
764;4;Lavado;COMPLETO
765;4;Planchado;DIURNO
766;4;Lavado;NOCTURNO
767;4;Lavado;COMPLETO
768;4;Lavado;NOCTURNO
769;4;Planchado;DIURNO
770;4;Lavado;DIURNO
771;4;Planchado;DIURNO
772;4;Planchado;DIURNO
773;4;Planchado;NOCTURNO
774;4;Lavado;COMPLETO
775;4;Planchado;DIURNO
776;4;Lavado;NOCTURNO
777;4;Lavado;COMPLETO
778;4;Lavado;NOCTURNO
779;4;Planchado;DIURNO
780;4;Lavado;DIURNO
781;4;Planchado;DIURNO
782;4;Planchado;DIURNO
783;4;Planchado;NOCTURNO
784;4;Lavado;COMPLETO
785;4;Planchado;DIURNO
786;4;Lavado;NOCTURNO
787;4;Lavado;COMPLETO
788;4;Lavado;NOCTURNO
789;4;Planchado;DIURNO
790;4;Lavado;DIURNO
791;4;Planchado;DIURNO
792;4;Planchado;DIURNO
793;4;Planchado;NOCTURNO
794;4;Lavado;COMPLETO
795;4;Planchado;DIURNO
796;4;Lavado;NOCTURNO
797;4;Lavado;COMPLETO
798;4;Lavado;NOCTURNO
799;4;Planchado;DIURNO
800;4;Lavado;DIURNO
801;4;Planchado;DIURNO
802;4;Planchado;DIURNO
803;4;Planchado;NOCTURNO
804;4;Lavado;COMPLETO
805;4;Planchado;DIURNO
806;4;Lavado;NOCTURNO
807;4;Lavado;COMPLETO
808;4;Lavado;NOCTURNO
809;4;Planchado;DIURNO
810;4;Lavado;DIURNO
811;4;Planchado;DIURNO
812;4;Planchado;DIURNO
813;4;Planchado;NOCTURNO
814;4;Lavado;COMPLETO
815;4;Planchado;DIURNO
816;4;Lavado;NOCTURNO
817;4;Lavado;COMPLETO
818;4;Lavado;NOCTURNO
819;4;Planchado;DIURNO
820;4;Lavado;DIURNO
821;4;Planchado;DIURNO
822;4;Planchado;DIURNO
823;4;Planchado;NOCTURNO
824;4;Lavado;COMPLETO
825;4;Planchado;DIURNO
826;4;Lavado;NOCTURNO
827;4;Lavado;COMPLETO
828;4;Lavado;NOCTURNO
829;4;Planchado;DIURNO
830;4;Lavado;DIURNO
831;4;Planchado;DIURNO
832;4;Planchado;DIURNO
833;4;Planchado;NOCTURNO
834;4;Lavado;COMPLETO
835;4;Planchado;DIURNO
836;4;Lavado;NOCTURNO
837;4;Lavado;COMPLETO
838;4;Lavado;NOCTURNO
839;4;Planchado;DIURNO
840;4;Lavado;DIURNO
841;4;Planchado;DIURNO
842;4;Planchado;DIURNO
843;4;Planchado;NOCTURNO
844;4;Lavado;COMPLETO
845;4;Planchado;DIURNO
846;4;Lavado;NOCTURNO
847;4;Lavado;COMPLETO
848;4;Lavado;NOCTURNO
849;4;Planchado;DIURNO
850;4;Lavado;DIURNO
851;4;Planchado;DIURNO
852;4;Planchado;DIURNO
853;4;Planchado;NOCTURNO
854;4;Lavado;COMPLETO
855;4;Planchado;DIURNO
856;4;Lavado;NOCTURNO
857;4;Lavado;COMPLETO
858;4;Lavado;NOCTURNO
859;4;Planchado;DIURNO
860;4;Lavado;DIURNO
861;4;Planchado;DIURNO
862;4;Planchado;DIURNO
863;4;Planchado;NOCTURNO
864;4;Lavado;COMPLETO
865;4;Planchado;DIURNO
866;4;Lavado;NOCTURNO
867;4;Lavado;COMPLETO
868;4;Lavado;NOCTURNO
869;4;Planchado;DIURNO
870;4;Lavado;DIURNO
871;4;Planchado;DIURNO
872;4;Planchado;DIURNO
873;4;Planchado;NOCTURNO
874;4;Lavado;COMPLETO
875;4;Planchado;DIURNO
876;4;Lavado;NOCTURNO
877;4;Lavado;COMPLETO
878;4;Lavado;NOCTURNO
879;4;Planchado;DIURNO
880;4;Lavado;DIURNO
881;4;Planchado;DIURNO
882;4;Planchado;DIURNO
883;4;Planchado;NOCTURNO
