id;idServicio;capacidadPiscina;profundidad;horario;nombrePiscina
71;5;14;141;DIURNO;Implemented
72;5;11;123;NOCTURNO;zero tolerance
73;5;26;78;DIURNO;Future-proofed
74;5;33;157;DIURNO;Horizontal
75;5;59;23;COMPLETO;approach
76;5;54;48;DIURNO;policy
77;5;40;229;DIURNO;mission-critical
78;5;30;164;COMPLETO;migration
79;5;9;248;NOCTURNO;analyzing
80;5;67;17;NOCTURNO;neural-net
81;5;6;161;DIURNO;Organic
82;5;59;261;DIURNO;systemic
83;5;57;179;COMPLETO;focus group
84;5;14;226;NOCTURNO;migration
85;5;5;150;NOCTURNO;fresh-thinking
86;5;16;31;COMPLETO;content-based
87;5;2;49;NOCTURNO;Fundamental
88;5;38;294;COMPLETO;disintermediate
89;5;10;285;DIURNO;fault-tolerant
90;5;26;54;DIURNO;object-oriented
91;5;56;78;DIURNO;interface
92;5;51;261;DIURNO;User-friendly
93;5;60;179;DIURNO;Implemented
94;5;12;273;NOCTURNO;help-desk
95;5;19;134;COMPLETO;human-resource
96;5;32;81;COMPLETO;directional
97;5;32;201;COMPLETO;didactic
98;5;7;80;DIURNO;Automated
99;5;8;57;DIURNO;function
100;5;64;165;NOCTURNO;workforce
101;5;66;209;NOCTURNO;radical
102;5;65;180;NOCTURNO;Managed
103;5;3;103;DIURNO;neural-net
104;5;36;180;COMPLETO;groupware
105;5;20;52;NOCTURNO;complexity
106;5;16;43;DIURNO;Configurable
107;5;52;96;DIURNO;Down-sized
108;5;6;205;COMPLETO;analyzer
109;5;24;181;COMPLETO;knowledge user
110;5;67;145;DIURNO;flexibility
111;5;18;13;NOCTURNO;Devolved
112;5;21;123;NOCTURNO;software
113;5;5;54;NOCTURNO;focus group
114;5;59;125;COMPLETO;zero administration
115;5;31;195;DIURNO;dedicated
116;5;19;105;NOCTURNO;transitional
117;5;22;73;NOCTURNO;bottom-line
118;5;66;32;COMPLETO;optimizing
119;5;47;76;COMPLETO;capability
120;5;57;139;NOCTURNO;toolset
121;5;50;144;NOCTURNO;scalable
122;5;46;98;NOCTURNO;Open-architected
123;5;21;250;DIURNO;leverage
124;5;27;55;COMPLETO;Multi-lateral
125;5;34;105;DIURNO;cohesive
126;5;12;135;NOCTURNO;application
127;5;12;46;COMPLETO;asynchronous
128;5;53;208;NOCTURNO;systemic
129;5;12;36;NOCTURNO;Self-enabling
130;5;60;10;NOCTURNO;workforce
131;5;37;69;NOCTURNO;core
132;5;32;285;DIURNO;capacity
133;5;47;178;NOCTURNO;hub
134;5;45;229;DIURNO;value-added
135;5;53;82;COMPLETO;orchestration
136;5;51;159;COMPLETO;Universal
137;5;70;84;NOCTURNO;contingency
138;5;23;79;DIURNO;tertiary
139;5;23;284;NOCTURNO;Phased
140;5;16;167;DIURNO;5th generation
141;5;13;141;COMPLETO;instruction set
142;5;47;115;DIURNO;Face to face
143;5;40;256;NOCTURNO;initiative
144;5;31;117;NOCTURNO;secondary
145;5;36;26;COMPLETO;intangible
146;5;1;208;COMPLETO;implementation
147;5;57;139;DIURNO;Horizontal
148;5;56;264;DIURNO;static
149;5;15;273;COMPLETO;policy
150;5;68;82;COMPLETO;matrix
151;5;49;218;NOCTURNO;contextually-based
152;5;36;169;NOCTURNO;Organized
153;5;69;44;COMPLETO;Intuitive
154;5;51;195;NOCTURNO;strategy
155;5;8;40;NOCTURNO;artificial intelligence
156;5;13;52;DIURNO;capacity
157;5;49;155;COMPLETO;analyzing
158;5;44;170;COMPLETO;demand-driven
159;5;39;74;NOCTURNO;3rd generation
160;5;64;50;DIURNO;emulation
161;5;65;76;COMPLETO;User-friendly
162;5;32;52;DIURNO;6th generation
163;5;60;286;COMPLETO;knowledge user
164;5;32;99;DIURNO;leading edge
165;5;56;278;DIURNO;grid-enabled
166;5;57;130;COMPLETO;analyzing
167;5;38;177;NOCTURNO;Universal
168;5;52;213;DIURNO;high-level
169;5;12;268;DIURNO;upward-trending
170;5;47;289;NOCTURNO;zero defect
171;5;23;74;DIURNO;dedicated
172;5;42;46;DIURNO;Right-sized
173;5;28;33;NOCTURNO;Sharable
174;5;6;151;DIURNO;solution-oriented
175;5;49;170;NOCTURNO;actuating
176;5;61;218;COMPLETO;multi-tasking
177;5;40;103;NOCTURNO;mobile
178;5;68;268;DIURNO;empowering
179;5;18;194;COMPLETO;Expanded
180;5;25;300;DIURNO;pricing structure
181;5;37;100;COMPLETO;Optional
182;5;19;124;DIURNO;productivity
183;5;12;281;DIURNO;executive
184;5;35;158;COMPLETO;Reduced
185;5;19;159;COMPLETO;transitional
186;5;42;162;NOCTURNO;global
187;5;27;134;COMPLETO;solution
188;5;7;76;NOCTURNO;24 hour
189;5;6;120;COMPLETO;Self-enabling
190;5;63;138;COMPLETO;next generation
191;5;64;133;COMPLETO;architecture
192;5;67;292;DIURNO;budgetary management
193;5;40;260;NOCTURNO;moderator
194;5;33;177;DIURNO;encompassing
195;5;37;152;COMPLETO;website
196;5;66;20;COMPLETO;multimedia
197;5;64;289;COMPLETO;Networked
198;5;65;164;DIURNO;Quality-focused
199;5;17;65;NOCTURNO;toolset
200;5;10;286;DIURNO;multi-tasking
201;5;40;166;NOCTURNO;Fundamental
202;5;18;200;NOCTURNO;circuit
203;5;62;45;COMPLETO;internet solution
204;5;24;274;COMPLETO;Right-sized
205;5;18;144;NOCTURNO;needs-based
206;5;42;272;NOCTURNO;circuit
207;5;42;20;COMPLETO;Balanced
208;5;4;288;DIURNO;website
209;5;54;164;NOCTURNO;web-enabled
210;5;1;92;NOCTURNO;Total
211;5;13;227;COMPLETO;4th generation
212;5;17;60;COMPLETO;reciprocal
213;5;57;252;COMPLETO;maximized
214;5;51;75;DIURNO;Quality-focused
215;5;20;47;NOCTURNO;Ergonomic
216;5;17;116;DIURNO;Self-enabling
217;5;49;197;DIURNO;explicit
218;5;52;262;COMPLETO;paradigm
219;5;70;59;DIURNO;Cross-platform
220;5;66;184;DIURNO;Programmable
221;5;53;177;NOCTURNO;modular
222;5;46;156;NOCTURNO;Balanced
223;5;5;31;COMPLETO;hybrid
224;5;21;151;NOCTURNO;array
225;5;39;97;DIURNO;heuristic
226;5;7;100;COMPLETO;bi-directional
227;5;49;120;DIURNO;Up-sized
228;5;38;83;DIURNO;zero administration
229;5;26;14;COMPLETO;Cloned
230;5;69;117;DIURNO;non-volatile
231;5;58;198;NOCTURNO;exuding
232;5;31;180;COMPLETO;4th generation
233;5;55;261;DIURNO;internet solution
234;5;21;12;DIURNO;architecture
235;5;8;164;DIURNO;Cross-group
236;5;1;26;DIURNO;Public-key
237;5;25;210;NOCTURNO;implementation
238;5;50;214;DIURNO;4th generation
239;5;62;227;COMPLETO;protocol
240;5;45;232;COMPLETO;array
241;5;54;201;DIURNO;Switchable
242;5;53;103;COMPLETO;implementation
243;5;24;173;COMPLETO;success
244;5;13;30;NOCTURNO;standardization
245;5;70;98;NOCTURNO;dedicated
246;5;12;235;COMPLETO;Phased
247;5;35;33;NOCTURNO;process improvement
248;5;37;273;COMPLETO;Business-focused
249;5;35;260;COMPLETO;heuristic
250;5;47;267;COMPLETO;Expanded
251;5;3;181;COMPLETO;eco-centric
252;5;63;42;DIURNO;archive
253;5;67;147;NOCTURNO;Compatible
254;5;32;130;NOCTURNO;bifurcated
255;5;54;238;DIURNO;solution-oriented
256;5;50;134;DIURNO;success
257;5;16;66;DIURNO;modular
258;5;33;25;DIURNO;Synergistic
259;5;13;179;COMPLETO;secondary
260;5;31;298;NOCTURNO;Total
261;5;33;273;COMPLETO;hierarchy
262;5;30;183;NOCTURNO;zero defect
263;5;65;250;DIURNO;asynchronous
264;5;37;120;COMPLETO;Digitized
265;5;26;226;NOCTURNO;mission-critical
266;5;44;249;COMPLETO;exuding
267;5;51;265;NOCTURNO;complexity
268;5;8;46;COMPLETO;heuristic
269;5;53;116;DIURNO;hybrid
270;5;4;177;DIURNO;Horizontal
271;5;61;31;DIURNO;encryption
272;5;52;83;COMPLETO;secondary
273;5;39;13;COMPLETO;monitoring
274;5;44;253;DIURNO;upward-trending
275;5;38;277;DIURNO;explicit
276;5;19;286;NOCTURNO;hierarchy
277;5;70;89;COMPLETO;encompassing
278;5;61;215;DIURNO;methodical
279;5;64;271;NOCTURNO;approach
280;5;56;214;COMPLETO;matrices
281;5;42;113;COMPLETO;concept
282;5;61;24;COMPLETO;Horizontal
283;5;43;50;NOCTURNO;local area network
284;5;22;62;NOCTURNO;installation
285;5;22;25;DIURNO;Up-sized
286;5;12;129;DIURNO;implementation
287;5;10;299;DIURNO;eco-centric
288;5;69;110;NOCTURNO;customer loyalty
289;5;34;251;NOCTURNO;Polarised
290;5;48;24;COMPLETO;Vision-oriented
291;5;67;125;DIURNO;bandwidth-monitored
292;5;16;272;NOCTURNO;Synergistic
293;5;10;76;COMPLETO;Front-line
294;5;70;104;COMPLETO;mobile
295;5;64;187;COMPLETO;encompassing
296;5;44;98;COMPLETO;24 hour
297;5;35;223;NOCTURNO;neutral
298;5;24;94;COMPLETO;focus group
299;5;3;34;COMPLETO;circuit
300;5;44;260;DIURNO;architecture
301;5;23;221;NOCTURNO;contingency
302;5;27;135;COMPLETO;Integrated
303;5;37;176;COMPLETO;mission-critical
304;5;20;206;DIURNO;user-facing
305;5;55;61;NOCTURNO;optimizing
306;5;66;247;NOCTURNO;function
307;5;17;165;NOCTURNO;high-level
308;5;25;124;NOCTURNO;regional
309;5;16;101;NOCTURNO;multi-tasking
310;5;67;65;NOCTURNO;Optional
311;5;32;193;COMPLETO;next generation
312;5;28;268;DIURNO;zero tolerance
313;5;42;298;DIURNO;Organic
314;5;51;156;NOCTURNO;Persistent
315;5;47;228;NOCTURNO;groupware
316;5;27;168;COMPLETO;optimizing
317;5;47;234;COMPLETO;system engine
318;5;69;263;DIURNO;Reverse-engineered
319;5;41;247;DIURNO;Optional
320;5;43;128;NOCTURNO;actuating
321;5;33;175;DIURNO;Centralized
322;5;38;245;COMPLETO;firmware
323;5;35;290;DIURNO;interface
324;5;54;54;NOCTURNO;utilisation
325;5;24;144;DIURNO;instruction set
326;5;62;224;DIURNO;Digitized
327;5;60;43;COMPLETO;migration
328;5;61;134;DIURNO;frame
329;5;49;49;COMPLETO;human-resource
330;5;66;254;DIURNO;Cloned
331;5;25;267;NOCTURNO;Up-sized
332;5;48;185;COMPLETO;upward-trending
333;5;22;123;DIURNO;eco-centric
334;5;54;238;NOCTURNO;circuit
335;5;1;100;NOCTURNO;Quality-focused
336;5;28;258;NOCTURNO;Reverse-engineered
337;5;46;69;DIURNO;fresh-thinking
338;5;9;247;NOCTURNO;matrices
339;5;66;257;DIURNO;Re-engineered
340;5;50;238;COMPLETO;analyzing
341;5;13;81;COMPLETO;Grass-roots
342;5;23;137;NOCTURNO;Stand-alone
343;5;24;244;COMPLETO;Self-enabling
344;5;16;174;DIURNO;info-mediaries
345;5;41;84;COMPLETO;policy
346;5;65;26;DIURNO;Digitized
347;5;4;64;COMPLETO;Monitored
348;5;57;280;DIURNO;client-server
349;5;14;225;DIURNO;modular
350;5;40;52;COMPLETO;array
351;5;65;270;DIURNO;scalable
352;5;56;52;NOCTURNO;composite
353;5;16;55;DIURNO;systemic
354;5;53;82;DIURNO;policy
355;5;48;224;COMPLETO;functionalities
356;5;48;49;COMPLETO;attitude-oriented
357;5;49;116;DIURNO;Versatile
358;5;67;125;NOCTURNO;Pre-emptive
359;5;3;98;COMPLETO;directional
360;5;70;202;NOCTURNO;content-based
361;5;68;198;DIURNO;analyzer
362;5;42;154;NOCTURNO;algorithm
363;5;3;150;NOCTURNO;productivity
364;5;25;107;COMPLETO;paradigm
365;5;68;83;NOCTURNO;Object-based
366;5;67;208;NOCTURNO;hardware
367;5;39;146;NOCTURNO;foreground
368;5;17;16;COMPLETO;Profound
369;5;38;259;COMPLETO;Visionary
370;5;39;77;DIURNO;client-driven
371;5;54;214;NOCTURNO;cohesive
372;5;60;194;NOCTURNO;content-based
373;5;46;28;NOCTURNO;knowledge user
374;5;50;237;COMPLETO;multi-state
375;5;66;265;NOCTURNO;intranet
376;5;23;109;DIURNO;Customizable
377;5;64;94;DIURNO;Fundamental
378;5;40;72;DIURNO;5th generation
379;5;21;176;NOCTURNO;analyzing
380;5;36;263;COMPLETO;heuristic
381;5;58;77;COMPLETO;encoding
382;5;62;58;COMPLETO;Right-sized
383;5;1;239;DIURNO;monitoring
384;5;52;298;COMPLETO;Profound
385;5;22;99;DIURNO;User-centric
386;5;68;125;COMPLETO;hierarchy
387;5;2;206;DIURNO;human-resource
388;5;61;245;DIURNO;context-sensitive
389;5;41;58;NOCTURNO;support
390;5;30;292;COMPLETO;Expanded
391;5;12;154;COMPLETO;Graphic Interface
392;5;37;135;COMPLETO;Customizable
393;5;64;261;COMPLETO;Profound
394;5;44;128;NOCTURNO;task-force
395;5;67;245;NOCTURNO;secured line
396;5;61;193;COMPLETO;object-oriented
397;5;65;152;COMPLETO;project
398;5;14;285;COMPLETO;4th generation
399;5;49;299;COMPLETO;real-time
400;5;39;77;COMPLETO;secured line
401;5;22;15;NOCTURNO;Automated
402;5;57;191;DIURNO;Seamless
403;5;52;156;COMPLETO;executive
404;5;24;190;NOCTURNO;database
405;5;30;232;COMPLETO;empowering
406;5;24;183;COMPLETO;function
407;5;63;271;COMPLETO;policy
408;5;67;131;COMPLETO;modular
409;5;45;89;DIURNO;Vision-oriented
410;5;33;200;COMPLETO;Object-based
411;5;55;139;COMPLETO;optimal
412;5;50;140;COMPLETO;productivity
413;5;43;298;COMPLETO;value-added
414;5;47;269;COMPLETO;scalable
415;5;30;235;NOCTURNO;Open-architected
416;5;1;263;NOCTURNO;infrastructure
417;5;33;152;NOCTURNO;Future-proofed
418;5;53;185;COMPLETO;multi-tasking
419;5;63;195;NOCTURNO;Reactive
420;5;4;92;COMPLETO;stable
421;5;16;283;NOCTURNO;Cloned
422;5;37;88;DIURNO;interface
423;5;7;32;COMPLETO;protocol
424;5;46;291;DIURNO;artificial intelligence
425;5;52;256;DIURNO;Re-contextualized
426;5;70;75;NOCTURNO;Up-sized
427;5;30;228;COMPLETO;dedicated
428;5;41;86;DIURNO;Open-source
429;5;39;275;NOCTURNO;Adaptive
430;5;64;292;COMPLETO;Fully-configurable
431;5;48;39;COMPLETO;motivating
432;5;30;104;COMPLETO;Visionary
433;5;45;163;NOCTURNO;Seamless
434;5;41;155;DIURNO;maximized
435;5;29;126;NOCTURNO;intangible
436;5;21;45;COMPLETO;Integrated
437;5;52;110;NOCTURNO;content-based
438;5;68;298;NOCTURNO;hub
439;5;54;294;COMPLETO;Ameliorated
440;5;64;83;DIURNO;interactive
441;5;69;283;NOCTURNO;definition
442;5;29;130;NOCTURNO;bandwidth-monitored
443;5;47;234;COMPLETO;process improvement
444;5;13;242;COMPLETO;frame
445;5;60;247;DIURNO;solution
446;5;23;95;NOCTURNO;utilisation
447;5;5;127;DIURNO;Switchable
448;5;59;142;COMPLETO;directional
449;5;59;225;COMPLETO;regional
450;5;38;273;DIURNO;Balanced
451;5;49;104;DIURNO;heuristic
452;5;68;193;NOCTURNO;knowledge base
453;5;33;263;NOCTURNO;Self-enabling
454;5;29;128;DIURNO;projection
455;5;68;115;COMPLETO;systemic
456;5;62;70;COMPLETO;analyzing
457;5;23;64;COMPLETO;support
458;5;50;150;DIURNO;infrastructure
459;5;23;254;DIURNO;parallelism
460;5;39;273;DIURNO;installation
461;5;42;215;COMPLETO;global
462;5;13;55;COMPLETO;zero tolerance
463;5;34;20;COMPLETO;Networked
464;5;5;68;COMPLETO;matrices
465;5;51;262;COMPLETO;open architecture
466;5;2;203;NOCTURNO;homogeneous
467;5;35;98;NOCTURNO;24-jul
468;5;60;76;NOCTURNO;middleware
469;5;21;226;DIURNO;access
470;5;9;179;COMPLETO;implementation
471;5;10;186;DIURNO;knowledge user
472;5;10;42;DIURNO;Devolved
473;5;10;73;DIURNO;intranet
474;5;14;188;DIURNO;clear-thinking
475;5;44;83;NOCTURNO;array
476;5;61;177;DIURNO;Visionary
477;5;25;57;DIURNO;Optional
478;5;8;258;DIURNO;mobile
479;5;54;229;DIURNO;explicit
480;5;59;104;COMPLETO;Mandatory
481;5;14;128;COMPLETO;maximized
482;5;52;55;COMPLETO;bi-directional
483;5;17;106;COMPLETO;function
484;5;49;180;NOCTURNO;Optimized
485;5;23;215;NOCTURNO;non-volatile
486;5;8;264;DIURNO;explicit
487;5;30;65;DIURNO;installation
488;5;11;19;NOCTURNO;Centralized
489;5;13;263;COMPLETO;didactic
490;5;15;40;NOCTURNO;radical
491;5;52;148;DIURNO;implementation
492;5;10;113;NOCTURNO;high-level
493;5;57;158;NOCTURNO;hybrid
494;5;54;152;COMPLETO;eco-centric
495;5;2;118;COMPLETO;internet solution
496;5;40;256;NOCTURNO;attitude
497;5;58;13;NOCTURNO;open system
498;5;33;101;COMPLETO;standardization
499;5;58;125;NOCTURNO;Profit-focused
500;5;70;56;DIURNO;Public-key
501;5;8;110;COMPLETO;intangible
502;5;26;197;DIURNO;synergy
503;5;23;168;DIURNO;upward-trending
504;5;38;88;NOCTURNO;focus group
505;5;55;62;NOCTURNO;Organic
506;5;67;68;COMPLETO;Advanced
507;5;17;46;COMPLETO;Profit-focused
508;5;35;44;COMPLETO;encryption
509;5;1;108;NOCTURNO;Re-contextualized
510;5;34;163;COMPLETO;real-time
511;5;46;97;COMPLETO;incremental
512;5;37;230;DIURNO;Automated
513;5;57;135;NOCTURNO;Future-proofed
514;5;49;85;NOCTURNO;grid-enabled
515;5;6;119;NOCTURNO;Networked
516;5;9;218;COMPLETO;monitoring
517;5;22;140;COMPLETO;middleware
518;5;42;220;COMPLETO;multi-tasking
519;5;12;209;COMPLETO;Vision-oriented
520;5;59;110;NOCTURNO;Organic
521;5;2;103;COMPLETO;capacity
522;5;30;103;COMPLETO;directional
523;5;44;297;NOCTURNO;Object-based
524;5;57;231;NOCTURNO;data-warehouse
525;5;49;134;NOCTURNO;uniform
526;5;35;28;NOCTURNO;Devolved
527;5;21;118;COMPLETO;hierarchy
528;5;8;166;NOCTURNO;zero defect
529;5;12;175;NOCTURNO;contingency
530;5;34;77;NOCTURNO;emulation
531;5;68;114;NOCTURNO;portal
532;5;39;97;COMPLETO;eco-centric
533;5;8;210;DIURNO;real-time
534;5;12;107;COMPLETO;even-keeled
535;5;9;235;DIURNO;Team-oriented
536;5;62;189;DIURNO;knowledge base
537;5;68;284;NOCTURNO;Grass-roots
538;5;36;175;DIURNO;moderator
539;5;34;122;DIURNO;complexity
540;5;60;239;COMPLETO;support
541;5;30;78;NOCTURNO;Multi-tiered
542;5;51;152;NOCTURNO;Ergonomic
543;5;21;120;DIURNO;Implemented
544;5;70;281;NOCTURNO;workforce
545;5;64;267;DIURNO;asymmetric
546;5;63;29;NOCTURNO;Business-focused
547;5;16;183;DIURNO;Decentralized
548;5;56;208;NOCTURNO;scalable
549;5;15;188;COMPLETO;archive
550;5;68;216;NOCTURNO;support
551;5;61;181;DIURNO;core
552;5;10;42;COMPLETO;policy
553;5;14;281;COMPLETO;national
554;5;1;295;DIURNO;projection
555;5;43;189;COMPLETO;asymmetric
556;5;2;227;COMPLETO;disintermediate
557;5;14;72;COMPLETO;value-added
558;5;64;151;DIURNO;global
559;5;3;116;NOCTURNO;Reactive
560;5;59;29;DIURNO;Optimized
561;5;31;46;NOCTURNO;Seamless
562;5;9;181;COMPLETO;paradigm
563;5;46;136;DIURNO;local area network
564;5;28;68;DIURNO;Future-proofed
565;5;5;234;COMPLETO;ability
566;5;65;77;COMPLETO;De-engineered
567;5;25;27;COMPLETO;Seamless
568;5;33;262;COMPLETO;productivity
569;5;66;165;COMPLETO;optimal
570;5;51;83;COMPLETO;Reverse-engineered
571;5;40;224;COMPLETO;framework
572;5;23;43;DIURNO;open architecture
573;5;13;126;NOCTURNO;dedicated
574;5;35;20;NOCTURNO;mobile
575;5;47;203;DIURNO;Reduced
576;5;24;173;DIURNO;portal
577;5;66;11;DIURNO;leverage
578;5;19;206;DIURNO;paradigm
579;5;34;124;NOCTURNO;fault-tolerant
580;5;17;157;DIURNO;Up-sized
581;5;52;122;COMPLETO;Open-architected
582;5;9;78;COMPLETO;Ameliorated
583;5;2;101;NOCTURNO;scalable
584;5;40;180;DIURNO;zero tolerance
585;5;6;95;NOCTURNO;responsive
586;5;34;171;COMPLETO;application
587;5;32;87;NOCTURNO;archive
588;5;24;89;DIURNO;Intuitive
589;5;1;170;NOCTURNO;Cross-group
590;5;65;91;COMPLETO;Open-architected
591;5;11;286;NOCTURNO;approach
592;5;1;282;COMPLETO;Object-based
593;5;54;261;DIURNO;full-range
594;5;53;149;COMPLETO;Reactive
595;5;48;232;DIURNO;zero tolerance
596;5;45;272;NOCTURNO;initiative
597;5;24;193;COMPLETO;needs-based
598;5;57;124;DIURNO;leverage
599;5;58;292;DIURNO;User-centric
600;5;59;159;DIURNO;coherent
601;5;29;157;NOCTURNO;impactful
602;5;40;225;COMPLETO;bandwidth-monitored
603;5;45;130;NOCTURNO;archive
604;5;67;230;NOCTURNO;stable
605;5;51;226;DIURNO;mission-critical
606;5;55;19;DIURNO;core
607;5;50;208;COMPLETO;Digitized
608;5;51;61;NOCTURNO;function
609;5;61;174;DIURNO;access
610;5;20;243;NOCTURNO;intangible
611;5;62;144;COMPLETO;optimal
612;5;31;221;COMPLETO;Face to face
613;5;56;235;NOCTURNO;zero tolerance
614;5;28;205;NOCTURNO;toolset
615;5;32;226;NOCTURNO;model
616;5;52;25;COMPLETO;dedicated
617;5;58;30;DIURNO;contingency
618;5;42;10;NOCTURNO;conglomeration
619;5;35;300;DIURNO;web-enabled
620;5;19;89;DIURNO;next generation
621;5;3;92;DIURNO;scalable
622;5;33;113;COMPLETO;5th generation
623;5;53;110;COMPLETO;Re-engineered
624;5;49;298;DIURNO;eco-centric
625;5;8;225;COMPLETO;initiative
626;5;51;84;NOCTURNO;Automated
627;5;63;142;NOCTURNO;adapter
628;5;59;288;DIURNO;Assimilated
629;5;12;272;NOCTURNO;budgetary management
630;5;20;293;DIURNO;budgetary management
631;5;43;59;DIURNO;Managed
632;5;47;185;DIURNO;value-added
633;5;65;246;NOCTURNO;hardware
634;5;38;157;COMPLETO;stable
635;5;6;53;COMPLETO;Re-contextualized
636;5;38;280;DIURNO;Diverse
637;5;7;211;DIURNO;directional
638;5;55;268;DIURNO;Proactive
639;5;40;76;NOCTURNO;dynamic
640;5;45;69;DIURNO;Re-contextualized
641;5;44;176;DIURNO;next generation
642;5;17;266;NOCTURNO;foreground
643;5;53;53;DIURNO;model
644;5;35;21;COMPLETO;methodical
645;5;51;197;NOCTURNO;strategy
646;5;48;128;DIURNO;Graphic Interface
647;5;35;33;NOCTURNO;product
648;5;58;109;NOCTURNO;static
649;5;68;34;COMPLETO;static
650;5;51;215;COMPLETO;circuit
651;5;59;280;COMPLETO;cohesive
652;5;40;167;DIURNO;high-level
653;5;66;300;DIURNO;attitude-oriented
654;5;49;98;COMPLETO;hierarchy
655;5;54;155;DIURNO;bifurcated
656;5;6;105;DIURNO;Reduced
657;5;21;198;NOCTURNO;functionalities
658;5;30;65;DIURNO;tertiary
659;5;13;94;COMPLETO;data-warehouse
660;5;8;214;COMPLETO;Up-sized
661;5;62;37;DIURNO;Distributed
662;5;57;80;COMPLETO;Phased
663;5;64;131;COMPLETO;capacity
664;5;2;294;NOCTURNO;Re-engineered
665;5;64;120;DIURNO;eco-centric
666;5;69;63;DIURNO;monitoring
667;5;39;128;DIURNO;structure
668;5;66;271;COMPLETO;middleware
669;5;13;246;NOCTURNO;alliance
670;5;6;201;COMPLETO;real-time
671;5;55;126;COMPLETO;Re-engineered
672;5;20;126;NOCTURNO;moratorium
673;5;12;245;COMPLETO;superstructure
674;5;29;10;NOCTURNO;leading edge
675;5;56;292;NOCTURNO;definition
676;5;64;162;DIURNO;paradigm
677;5;24;158;DIURNO;clear-thinking
678;5;26;267;COMPLETO;exuding
679;5;58;123;DIURNO;Up-sized
680;5;67;232;NOCTURNO;eco-centric
681;5;29;135;DIURNO;Business-focused
682;5;11;216;NOCTURNO;Open-architected
683;5;25;292;NOCTURNO;Seamless
684;5;34;169;NOCTURNO;middleware
685;5;2;126;COMPLETO;client-server
686;5;30;88;NOCTURNO;Function-based
687;5;41;285;NOCTURNO;Mandatory
688;5;65;81;DIURNO;local area network
689;5;46;234;NOCTURNO;orchestration
690;5;18;139;NOCTURNO;Public-key
691;5;32;67;NOCTURNO;monitoring
692;5;3;266;COMPLETO;next generation
693;5;37;203;COMPLETO;neural-net
694;5;6;211;COMPLETO;time-frame
695;5;21;128;COMPLETO;motivating
696;5;18;125;DIURNO;24-jul
697;5;16;158;NOCTURNO;5th generation
698;5;51;187;NOCTURNO;Cross-platform
699;5;68;293;COMPLETO;protocol
700;5;68;284;DIURNO;Multi-tiered
701;5;22;228;COMPLETO;instruction set
702;5;43;152;COMPLETO;Synergized
703;5;66;78;COMPLETO;toolset
704;5;44;170;DIURNO;parallelism
705;5;13;151;DIURNO;Digitized
